# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L4C.r1.gsnap_reads.tab" "-F" "GTF" "aln/L4C.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L4C.r1.gsnap.bam
CLUG_03106	Supercontig_1.3	1668038	1671307	+	3270	12559
CLUG_03107	Supercontig_1.3	1668532	1669077	-	546	1669
CLUG_03108	Supercontig_1.3	1671472	1673397	-	1926	1908
CLUG_03109	Supercontig_1.3	1673424	1675628	+	2205	1569
CLUG_03110	Supercontig_1.3	1675645	1677447	-	1803	1500
CLUG_03111	Supercontig_1.3	1677908	1678711	-	804	328
CLUG_03112	Supercontig_1.3	1679078	1682776	+	3699	4849
CLUG_03113	Supercontig_1.3	1683175	1687644	-	4470	37982
CLUG_03114	Supercontig_1.3	1687970	1688500	+	531	4
CLUG_03115	Supercontig_1.3	1688907	1701437	+	12531	3759
CLUG_03116	Supercontig_1.3	1701617	1702090	-	474	7389
CLUG_03117	Supercontig_1.3	1703228	1704724	-	1497	813
CLUG_03118	Supercontig_1.3	1706374	1706871	+	498	535
CLUG_03119	Supercontig_1.3	1707003	1707884	-	882	800
CLUG_03120	Supercontig_1.3	1708052	1708243	-	192	489
CLUG_03121	Supercontig_1.3	1708810	1709526	+	717	4260
CLUG_03122	Supercontig_1.3	1709559	1710884	-	1326	2217
CLUG_03123	Supercontig_1.3	1711858	1713447	+	1590	2388
CLUG_03124	Supercontig_1.3	1713726	1714664	-	939	10518
CLUG_03125	Supercontig_1.3	1716182	1717348	+	1167	14808
CLUG_03126	Supercontig_1.3	1717721	1718701	+	981	531
CLUG_03127	Supercontig_1.3	1719413	1721017	-	1605	873
CLUG_03128	Supercontig_1.3	1725907	1726746	+	840	358
CLUG_03129	Supercontig_1.3	1727366	1727827	+	462	1438
CLUG_03130	Supercontig_1.3	1728026	1729615	-	1590	3314
CLUG_03131	Supercontig_1.3	1730519	1731517	-	999	2950
CLUG_03132	Supercontig_1.3	1732707	1734944	+	2238	6114
CLUG_03133	Supercontig_1.3	1735966	1736247	+	282	430
CLUG_03134	Supercontig_1.3	1736309	1736854	+	546	1466
CLUG_03135	Supercontig_1.3	1736407	1738206	-	1800	3533
CLUG_03136	Supercontig_1.3	1738567	1739037	+	471	440
CLUG_03137	Supercontig_1.3	1739477	1741303	-	1827	2648
CLUG_03138	Supercontig_1.3	1741814	1742653	-	840	7674
CLUG_03139	Supercontig_1.3	1744137	1745642	+	1506	3730
CLUG_03140	Supercontig_1.3	1746254	1746712	+	459	6968
CLUG_03141	Supercontig_1.3	1746922	1748895	+	1974	2628
CLUG_03142	Supercontig_1.3	1749087	1750766	-	1680	1359
CLUG_03143	Supercontig_1.3	1750784	1751953	-	1170	635
CLUG_03144	Supercontig_1.3	1752170	1754386	-	2217	744
CLUG_03145	Supercontig_1.3	1754946	1755911	-	966	805
CLUG_03146	Supercontig_1.3	1756581	1758179	-	1599	1279
CLUG_03147	Supercontig_1.3	1758952	1761270	-	2319	7574
CLUG_03148	Supercontig_1.3	1762955	1765315	-	2361	2541
CLUG_03149	Supercontig_1.3	1765918	1767336	-	1419	1226
CLUG_03150	Supercontig_1.3	1768263	1768610	+	348	6456
CLUG_03151	Supercontig_1.3	1768952	1771099	+	2148	1120
CLUG_03152	Supercontig_1.3	1771324	1773342	-	2019	835
CLUG_03153	Supercontig_1.3	1774050	1775408	+	1359	1990
CLUG_03154	Supercontig_1.3	1776396	1777649	+	1254	20
CLUG_03155	Supercontig_1.3	1778075	1778830	-	756	270
CLUG_03156	Supercontig_1.3	1779218	1780945	-	1728	1188
CLUG_03157	Supercontig_1.3	1781265	1783238	+	1974	1128
CLUG_03158	Supercontig_1.3	1783664	1784158	-	495	579
CLUG_03159	Supercontig_1.3	1784722	1785510	-	789	899
CLUG_03160	Supercontig_1.3	1786258	1788651	-	2394	2181
CLUG_03161	Supercontig_1.3	1789072	1790070	-	999	2108
CLUG_03162	Supercontig_1.3	1793303	1794727	+	1425	17103
CLUG_03163	Supercontig_1.3	1795975	1797969	-	1995	2367
CLUG_03164	Supercontig_1.3	1799247	1799693	-	447	1100
CLUG_03165	Supercontig_1.3	1799932	1800408	+	477	843
CLUG_03166	Supercontig_1.3	1800941	1802536	+	1596	1729
CLUG_03167	Supercontig_1.3	1802852	1803118	-	267	520
CLUG_03168	Supercontig_1.3	1803691	1807731	+	4041	10215
CLUG_03169	Supercontig_1.3	1808263	1809090	-	828	8029
CLUG_03170	Supercontig_1.3	1808278	1809006	+	729	7808
CLUG_03171	Supercontig_1.3	1811080	1811403	-	324	1319
CLUG_03172	Supercontig_1.3	1812308	1816162	+	3855	6211
CLUG_03173	Supercontig_1.3	1816211	1818562	-	2352	2233
CLUG_03174	Supercontig_1.3	1819412	1821334	+	1923	1928
CLUG_03175	Supercontig_1.3	1821592	1824066	-	2475	9334
CLUG_03176	Supercontig_1.3	1825747	1827099	-	1353	3846
CLUG_03177	Supercontig_1.3	1827985	1828839	-	855	771
CLUG_03178	Supercontig_1.3	1829954	1830958	-	1005	1103
CLUG_03179	Supercontig_1.3	1832432	1834174	+	1743	26089
CLUG_03180	Supercontig_1.3	1835363	1838611	+	3249	6248
CLUG_03181	Supercontig_1.3	1838700	1839827	-	1128	1191
CLUG_03182	Supercontig_1.3	1840099	1842066	-	1968	951
CLUG_03183	Supercontig_1.3	1842237	1843046	-	810	438
CLUG_03184	Supercontig_1.3	1843422	1844099	-	678	202
CLUG_03185	Supercontig_1.3	1844943	1846637	-	1695	1981
CLUG_03186	Supercontig_1.3	1846796	1847800	-	1005	720
CLUG_03187	Supercontig_1.3	1848032	1849930	-	1899	1135
CLUG_03188	Supercontig_1.3	1850301	1851467	-	1167	5030
CLUG_03189	Supercontig_1.3	1851864	1853066	-	1203	1211
CLUG_03190	Supercontig_1.3	1853377	1854522	-	1146	695
CLUG_03191	Supercontig_1.3	1854578	1855501	-	924	164
CLUG_03192	Supercontig_1.3	1855938	1857449	+	1512	2965
CLUG_03193	Supercontig_1.3	1858064	1859809	+	1746	3471
CLUG_03194	Supercontig_1.3	1863733	1864245	-	513	19
CLUG_03195	Supercontig_1.3	1872847	1873305	-	459	0
CLUG_03196	Supercontig_1.3	1872993	1873502	+	510	7
CLUG_03197	Supercontig_1.4	399	1046	-	648	219
CLUG_03198	Supercontig_1.4	4967	6052	+	1086	1009
CLUG_03199	Supercontig_1.4	7141	8229	+	1089	19426
CLUG_03200	Supercontig_1.4	8990	9475	-	486	2160
CLUG_03201	Supercontig_1.4	10811	11356	-	546	777
CLUG_03202	Supercontig_1.4	13044	14609	+	1566	2997
CLUG_03203	Supercontig_1.4	15877	17157	-	1281	14632
CLUG_03204	Supercontig_1.4	17284	17871	-	588	2226
CLUG_03205	Supercontig_1.4	19641	21125	-	1485	1312
CLUG_03206	Supercontig_1.4	22563	23024	+	462	8
CLUG_03207	Supercontig_1.4	24380	25657	-	1278	1416
CLUG_03208	Supercontig_1.4	26061	26762	+	702	494
CLUG_03209	Supercontig_1.4	27226	28812	-	1587	3186
CLUG_03210	Supercontig_1.4	29594	30028	+	435	825
CLUG_03211	Supercontig_1.4	30039	32408	-	2370	1954
CLUG_03212	Supercontig_1.4	30766	31533	+	768	371
CLUG_03213	Supercontig_1.4	34525	35226	-	702	6
CLUG_03214	Supercontig_1.4	35800	36348	+	549	444
CLUG_03215	Supercontig_1.4	35830	36876	-	1047	748
CLUG_03216	Supercontig_1.4	41206	41940	+	735	0
CLUG_03217	Supercontig_1.4	43868	44836	+	969	1290
CLUG_03218	Supercontig_1.4	45012	45509	+	498	5
CLUG_03219	Supercontig_1.4	45595	46761	-	1167	616
CLUG_03220	Supercontig_1.4	47143	49101	-	1959	1416
CLUG_03221	Supercontig_1.4	49933	51441	-	1509	1702
CLUG_03222	Supercontig_1.4	52256	54850	+	2595	757
CLUG_03223	Supercontig_1.4	55301	57301	-	2001	2522
CLUG_03224	Supercontig_1.4	59016	59318	+	303	2104
CLUG_03225	Supercontig_1.4	60779	61162	-	384	517
CLUG_03226	Supercontig_1.4	62128	64041	-	1914	1247
CLUG_03227	Supercontig_1.4	65308	66633	+	1326	307
CLUG_03228	Supercontig_1.4	67348	68712	+	1365	61
CLUG_03229	Supercontig_1.4	69367	70752	+	1386	9
CLUG_03230	Supercontig_1.4	71864	72745	-	882	586
CLUG_03231	Supercontig_1.4	71867	72583	+	717	504
CLUG_03232	Supercontig_1.4	72810	73310	+	501	10
CLUG_03233	Supercontig_1.4	74477	76696	+	2220	1177
CLUG_03234	Supercontig_1.4	77068	79032	-	1965	24708
CLUG_03235	Supercontig_1.4	81065	81577	+	513	8911
CLUG_03236	Supercontig_1.4	83308	83949	+	642	5254
CLUG_03237	Supercontig_1.4	83350	83574	-	225	3993
CLUG_03238	Supercontig_1.4	85288	86337	+	1050	45
CLUG_03239	Supercontig_1.4	85576	86121	-	546	30
CLUG_03240	Supercontig_1.4	88615	89769	-	1155	67510
CLUG_03241	Supercontig_1.4	88657	89739	+	1083	67386
CLUG_03242	Supercontig_1.4	90500	92389	-	1890	231
CLUG_03243	Supercontig_1.4	93964	96693	+	2730	13
CLUG_03244	Supercontig_1.4	97143	99782	-	2640	2267
CLUG_03245	Supercontig_1.4	100392	101723	+	1332	331
CLUG_03246	Supercontig_1.4	103108	104751	-	1644	5401
CLUG_03247	Supercontig_1.4	108429	108905	-	477	2422
CLUG_03248	Supercontig_1.4	108907	109395	-	489	2033
CLUG_03249	Supercontig_1.4	111895	114366	+	2472	2172
CLUG_03250	Supercontig_1.4	115149	116447	-	1299	2982
CLUG_03251	Supercontig_1.4	118340	120013	+	1674	90
CLUG_03252	Supercontig_1.4	121683	125906	+	4224	10710
CLUG_03253	Supercontig_1.4	126024	126479	-	456	779
CLUG_03254	Supercontig_1.4	126663	127202	-	540	907
CLUG_03255	Supercontig_1.4	127394	128221	-	828	2003
CLUG_03256	Supercontig_1.4	129217	130572	-	1356	1785
CLUG_03257	Supercontig_1.4	131427	133910	-	2484	3538
CLUG_03258	Supercontig_1.4	134369	136687	+	2319	5986
CLUG_03259	Supercontig_1.4	136740	137171	+	432	808
CLUG_03260	Supercontig_1.4	137179	137796	-	618	669
CLUG_03261	Supercontig_1.4	138115	139560	-	1446	1111
CLUG_03262	Supercontig_1.4	139647	140507	-	861	1509
CLUG_03263	Supercontig_1.4	145189	147897	+	2709	3740
CLUG_03264	Supercontig_1.4	147978	149342	+	1365	1523
CLUG_03265	Supercontig_1.4	149950	151074	-	1125	956
CLUG_03266	Supercontig_1.4	152288	153259	-	972	1897
CLUG_03267	Supercontig_1.4	153682	154428	+	747	1727
CLUG_03268	Supercontig_1.4	154695	157316	+	2622	2348
CLUG_03269	Supercontig_1.4	157398	157892	+	495	6
CLUG_03270	Supercontig_1.4	158851	160026	+	1176	2121
CLUG_03271	Supercontig_1.4	160513	162660	+	2148	4905
CLUG_03272	Supercontig_1.4	163033	164436	-	1404	868
CLUG_03273	Supercontig_1.4	164335	165225	+	891	60
CLUG_03274	Supercontig_1.4	166177	174534	+	8358	24044
CLUG_03275	Supercontig_1.4	175063	175851	+	789	560
CLUG_03276	Supercontig_1.4	178392	179771	+	1380	59
CLUG_03277	Supercontig_1.4	178541	179914	+	1374	7
CLUG_03278	Supercontig_1.4	180705	183785	-	3081	3909
CLUG_03279	Supercontig_1.4	184604	185410	+	807	136
CLUG_03280	Supercontig_1.4	185565	186356	+	792	2329
CLUG_03281	Supercontig_1.4	185799	186485	-	687	2376
CLUG_03282	Supercontig_1.4	188711	193765	+	5055	1797
CLUG_03283	Supercontig_1.4	195136	196473	+	1338	355
CLUG_03284	Supercontig_1.4	195268	195825	-	558	200
CLUG_03285	Supercontig_1.4	195836	196321	+	486	0
CLUG_03286	Supercontig_1.4	197671	198549	+	879	1140
CLUG_03287	Supercontig_1.4	197812	198423	-	612	1243
CLUG_03288	Supercontig_1.4	198350	198985	+	636	1302
CLUG_03289	Supercontig_1.4	200335	202767	+	2433	1002
CLUG_03290	Supercontig_1.4	202968	203420	-	453	327
CLUG_03291	Supercontig_1.4	204184	205626	-	1443	3741
CLUG_03292	Supercontig_1.4	207815	209260	+	1446	847
CLUG_03293	Supercontig_1.4	209880	211427	-	1548	5599
CLUG_03294	Supercontig_1.4	214266	215537	+	1272	689
CLUG_03295	Supercontig_1.4	216160	217098	-	939	1598
CLUG_03296	Supercontig_1.4	218012	218623	-	612	2
CLUG_03297	Supercontig_1.4	218058	218660	-	603	143
CLUG_03298	Supercontig_1.4	218292	218753	+	462	802
CLUG_03299	Supercontig_1.4	220534	222324	+	1791	1282
CLUG_03300	Supercontig_1.4	222706	223371	+	666	2145
CLUG_03301	Supercontig_1.4	222928	223542	-	615	1930
CLUG_03302	Supercontig_1.4	225775	227706	+	1932	1196
CLUG_03303	Supercontig_1.4	231647	232354	-	708	715
CLUG_03304	Supercontig_1.4	234172	235890	-	1719	4375
CLUG_03305	Supercontig_1.4	237434	238156	+	723	4167
CLUG_03306	Supercontig_1.4	237452	238174	-	723	4084
CLUG_03307	Supercontig_1.4	239595	241067	-	1473	3778
CLUG_03308	Supercontig_1.4	243717	245369	+	1653	16
CLUG_03309	Supercontig_1.4	246094	246648	+	555	1623
CLUG_03310	Supercontig_1.4	246148	246606	-	459	1579
CLUG_03311	Supercontig_1.4	247050	247850	+	801	529
CLUG_03312	Supercontig_1.4	247936	250785	-	2850	10683
CLUG_03313	Supercontig_1.4	251462	253744	-	2283	2155
CLUG_03314	Supercontig_1.4	255498	256460	+	963	4219
CLUG_03315	Supercontig_1.4	258252	260552	+	2301	1708
CLUG_03316	Supercontig_1.4	261556	262002	-	447	471
CLUG_03317	Supercontig_1.4	261593	262144	+	552	401
CLUG_03318	Supercontig_1.4	263879	265120	+	1242	4604
CLUG_03319	Supercontig_1.4	266813	268177	+	1365	632
CLUG_03320	Supercontig_1.4	266816	267481	-	666	177
CLUG_03321	Supercontig_1.4	269029	269958	-	930	69
CLUG_03322	Supercontig_1.4	272160	273851	-	1692	803
CLUG_03323	Supercontig_1.4	274097	276352	-	2256	231
CLUG_03324	Supercontig_1.4	278702	279673	+	972	958
CLUG_03325	Supercontig_1.4	279969	280523	-	555	158
CLUG_03326	Supercontig_1.4	280562	283549	-	2988	475
CLUG_03327	Supercontig_1.4	284432	285058	-	627	587
CLUG_03328	Supercontig_1.4	284508	285077	+	570	628
CLUG_03329	Supercontig_1.4	285558	287879	+	2322	1082
CLUG_03330	Supercontig_1.4	288080	288670	+	591	72
CLUG_03331	Supercontig_1.4	288617	289219	-	603	950
CLUG_03332	Supercontig_1.4	289319	291088	+	1770	7702
CLUG_03333	Supercontig_1.4	292105	293172	-	1068	1087
CLUG_03334	Supercontig_1.4	294136	296016	+	1881	2609
CLUG_03335	Supercontig_1.4	296175	296975	-	801	411
CLUG_03336	Supercontig_1.4	297495	298931	-	1437	3559
CLUG_03337	Supercontig_1.4	300080	300925	-	846	1287
CLUG_03338	Supercontig_1.4	302043	303230	+	1188	3219
CLUG_03339	Supercontig_1.4	304257	304694	-	438	13332
CLUG_03340	Supercontig_1.4	306096	307127	-	1032	1510
CLUG_03341	Supercontig_1.4	307593	308849	-	1257	2190
CLUG_03342	Supercontig_1.4	308964	310451	-	1488	657
CLUG_03343	Supercontig_1.4	310645	311526	-	882	13525
CLUG_03344	Supercontig_1.4	312176	313228	+	1053	3765
CLUG_03345	Supercontig_1.4	314035	315639	+	1605	1975
CLUG_03346	Supercontig_1.4	314602	315420	-	819	1266
CLUG_03347	Supercontig_1.4	317628	318842	+	1215	949
CLUG_03348	Supercontig_1.4	320307	321221	+	915	337
CLUG_03349	Supercontig_1.4	323413	324273	+	861	296
CLUG_03350	Supercontig_1.4	324341	325573	-	1233	1126
CLUG_03351	Supercontig_1.4	325881	327314	+	1434	982
CLUG_03352	Supercontig_1.4	327512	328342	-	831	453
CLUG_03353	Supercontig_1.4	329065	329541	+	477	537
CLUG_03354	Supercontig_1.4	329613	331838	-	2226	2978
CLUG_03355	Supercontig_1.4	331954	332946	-	993	573
CLUG_03356	Supercontig_1.4	333567	334127	-	561	17
CLUG_03357	Supercontig_1.4	334000	335337	-	1338	35
CLUG_03358	Supercontig_1.4	336824	337072	+	249	2565
CLUG_03359	Supercontig_1.4	337795	340173	-	2379	660
CLUG_03360	Supercontig_1.4	340242	341093	+	852	2494
CLUG_03361	Supercontig_1.4	341780	342766	+	987	83
CLUG_03362	Supercontig_1.4	342130	342729	-	600	9
CLUG_03363	Supercontig_1.4	342835	343920	-	1086	894
CLUG_03364	Supercontig_1.4	344616	348860	-	4245	3419
CLUG_03365	Supercontig_1.4	348962	349591	+	630	203
CLUG_03366	Supercontig_1.4	349772	350317	+	546	298
CLUG_03367	Supercontig_1.4	351161	352087	-	927	1379
CLUG_03368	Supercontig_1.4	352482	353846	+	1365	554
CLUG_03369	Supercontig_1.4	354488	356392	+	1905	966
CLUG_03370	Supercontig_1.4	357987	360107	+	2121	3877
CLUG_03371	Supercontig_1.4	360352	362313	-	1962	10770
CLUG_03372	Supercontig_1.4	363089	364903	+	1815	873
CLUG_03373	Supercontig_1.4	363134	364777	-	1644	829
CLUG_03374	Supercontig_1.4	366337	368160	-	1824	1453
CLUG_03375	Supercontig_1.4	368631	369353	+	723	1013
CLUG_03376	Supercontig_1.4	369984	371792	+	1809	2062
CLUG_03377	Supercontig_1.4	372916	374238	+	1323	6273
CLUG_03378	Supercontig_1.4	373455	374225	-	771	4286
CLUG_03379	Supercontig_1.4	374810	375400	-	591	574
CLUG_03380	Supercontig_1.4	375816	376220	+	405	303
CLUG_03381	Supercontig_1.4	376982	378079	+	1098	1356
CLUG_03382	Supercontig_1.4	377003	377959	-	957	1128
CLUG_03383	Supercontig_1.4	379645	380820	-	1176	2327
CLUG_03384	Supercontig_1.4	380024	380869	+	846	1861
CLUG_03385	Supercontig_1.4	382501	383565	+	1065	554
CLUG_03386	Supercontig_1.4	384057	386402	+	2346	1795
CLUG_03387	Supercontig_1.4	388220	388735	+	516	4978
CLUG_03388	Supercontig_1.4	389284	390183	-	900	6506
CLUG_03389	Supercontig_1.4	391235	392464	+	1230	861
CLUG_03390	Supercontig_1.4	393199	394056	-	858	619
CLUG_03391	Supercontig_1.4	396402	399593	+	3192	9942
CLUG_03392	Supercontig_1.4	400245	400898	+	654	4427
CLUG_03393	Supercontig_1.4	401936	402406	+	471	505
CLUG_03394	Supercontig_1.4	403290	405200	+	1911	1508
CLUG_03395	Supercontig_1.4	405240	406568	-	1329	662
CLUG_03396	Supercontig_1.4	407363	408823	-	1461	2464
CLUG_03397	Supercontig_1.4	409485	409931	-	447	596
CLUG_03398	Supercontig_1.4	415280	419524	-	4245	55
CLUG_03399	Supercontig_1.4	420617	421675	-	1059	370
CLUG_03400	Supercontig_1.4	422296	423309	-	1014	1038
CLUG_03401	Supercontig_1.4	424598	426844	+	2247	6037
CLUG_03402	Supercontig_1.4	428555	429526	-	972	2631
CLUG_03403	Supercontig_1.4	431983	433296	+	1314	870
CLUG_03404	Supercontig_1.4	433351	434232	-	882	1987
CLUG_03405	Supercontig_1.4	435288	436961	+	1674	59
CLUG_03406	Supercontig_1.4	438380	443752	+	5373	1146
CLUG_03407	Supercontig_1.4	438533	439054	-	522	116
CLUG_03408	Supercontig_1.4	438679	439302	+	624	0
CLUG_03409	Supercontig_1.4	440364	440816	+	453	0
CLUG_03410	Supercontig_1.4	444121	447174	+	3054	1779
CLUG_03411	Supercontig_1.4	447822	448478	+	657	1791
CLUG_03412	Supercontig_1.4	448642	452901	+	4260	4892
CLUG_03413	Supercontig_1.4	453473	454576	-	1104	236
CLUG_03414	Supercontig_1.4	455234	457075	-	1842	17292
CLUG_03415	Supercontig_1.4	458111	460150	-	2040	4141
CLUG_03416	Supercontig_1.4	461894	464695	+	2802	2175
CLUG_03417	Supercontig_1.4	466067	466675	+	609	335
CLUG_03418	Supercontig_1.4	466961	468397	+	1437	1423
CLUG_03419	Supercontig_1.4	469211	470017	-	807	343
CLUG_03420	Supercontig_1.4	470817	472010	+	1194	2350
CLUG_03421	Supercontig_1.4	473137	476358	+	3222	5490
CLUG_03422	Supercontig_1.4	476751	482936	-	6186	38746
CLUG_03423	Supercontig_1.4	484213	484848	-	636	111010
CLUG_03424	Supercontig_1.4	484252	484728	+	477	70613
CLUG_03425	Supercontig_1.4	486709	487710	-	1002	1053
CLUG_03426	Supercontig_1.4	488438	491119	+	2682	950
CLUG_03427	Supercontig_1.4	492348	493253	-	906	28431
CLUG_03428	Supercontig_1.4	494674	496038	+	1365	3007
CLUG_03429	Supercontig_1.4	497529	499352	+	1824	464
CLUG_03430	Supercontig_1.4	500058	501560	+	1503	1567
CLUG_03431	Supercontig_1.4	501737	503080	-	1344	5260
CLUG_03432	Supercontig_1.4	503723	506611	-	2889	5597
CLUG_03433	Supercontig_1.4	508017	509831	+	1815	1249
CLUG_03434	Supercontig_1.4	510369	510818	-	450	145
CLUG_03435	Supercontig_1.4	511278	512504	+	1227	1446
CLUG_03436	Supercontig_1.4	512840	513592	+	753	899
CLUG_03437	Supercontig_1.4	514277	515746	+	1470	4030
CLUG_03438	Supercontig_1.4	516260	517369	+	1110	1467
CLUG_03439	Supercontig_1.4	517785	519170	-	1386	249
CLUG_03440	Supercontig_1.4	519889	520623	-	735	12465
CLUG_03441	Supercontig_1.4	521255	523033	-	1779	3738
CLUG_03442	Supercontig_1.4	524404	525054	-	651	636
CLUG_03443	Supercontig_1.4	524417	525676	+	1260	1892
CLUG_03444	Supercontig_1.4	526060	526722	-	663	27
CLUG_03445	Supercontig_1.4	526841	528943	+	2103	5288
CLUG_03446	Supercontig_1.4	529093	532524	-	3432	5881
CLUG_03447	Supercontig_1.4	533384	535762	+	2379	1688
CLUG_03448	Supercontig_1.4	535807	536625	+	819	1589
CLUG_03449	Supercontig_1.4	536712	538379	-	1668	4632
CLUG_03450	Supercontig_1.4	539349	540437	-	1089	3328
CLUG_03451	Supercontig_1.4	540674	541162	-	489	105
CLUG_03452	Supercontig_1.4	541878	542453	+	576	667
CLUG_03453	Supercontig_1.4	544130	544960	-	831	668
CLUG_03454	Supercontig_1.4;Supercontig_1.4	545389;546563	546501;546607	-;-	1158	1946
CLUG_03455	Supercontig_1.4	547004	548824	-	1821	20866
CLUG_03456	Supercontig_1.4	549889	550278	+	390	317
CLUG_03457	Supercontig_1.4	550299	550874	+	576	856
CLUG_03458	Supercontig_1.4	551070	552224	-	1155	1518
CLUG_03459	Supercontig_1.4	553112	554500	+	1389	2918
CLUG_03460	Supercontig_1.4	554566	555189	-	624	1153
CLUG_03461	Supercontig_1.4	555425	558172	-	2748	884
CLUG_03462	Supercontig_1.4	558916	559404	-	489	12
CLUG_03463	Supercontig_1.4	559441	561402	+	1962	1339
CLUG_03464	Supercontig_1.4	561470	562384	-	915	1413
CLUG_03465	Supercontig_1.4	562777	563604	-	828	588
CLUG_03466	Supercontig_1.4	563679	564449	-	771	13
CLUG_03467	Supercontig_1.4	563785	564630	-	846	612
CLUG_03468	Supercontig_1.4	564712	568920	-	4209	11274
CLUG_03469	Supercontig_1.4	570234	570752	-	519	666
CLUG_03470	Supercontig_1.4	570249	570854	+	606	728
CLUG_03471	Supercontig_1.4	571204	571944	+	741	889
CLUG_03472	Supercontig_1.4	572042	575071	-	3030	6402
CLUG_03473	Supercontig_1.4	575587	576549	-	963	1448
CLUG_03474	Supercontig_1.4	577026	577373	+	348	576
CLUG_03475	Supercontig_1.4	577604	578077	-	474	967
CLUG_03476	Supercontig_1.4	578409	578891	-	483	15148
CLUG_03477	Supercontig_1.4	579389	580183	-	795	1959
CLUG_03478	Supercontig_1.4	580847	582406	+	1560	3321
CLUG_03479	Supercontig_1.4	582450	584240	-	1791	726
CLUG_03480	Supercontig_1.4	584578	585285	+	708	849
CLUG_03481	Supercontig_1.4	585295	588771	-	3477	2336
CLUG_03482	Supercontig_1.4	590023	590910	+	888	1243
CLUG_03483	Supercontig_1.4	591751	592380	-	630	6484
CLUG_03484	Supercontig_1.4	592802	593194	-	393	5422
CLUG_03485	Supercontig_1.4	593904	594992	+	1089	978
CLUG_03486	Supercontig_1.4	595126	595698	+	573	667
CLUG_03487	Supercontig_1.4	595866	596504	-	639	1873
CLUG_03488	Supercontig_1.4	596705	599386	-	2682	12688
CLUG_03489	Supercontig_1.4	600496	601122	+	627	710
CLUG_03490	Supercontig_1.4	601282	601854	-	573	804
CLUG_03491	Supercontig_1.4	601991	604108	+	2118	1340
CLUG_03492	Supercontig_1.4	605290	606543	+	1254	7471
CLUG_03493	Supercontig_1.4	608753	609475	-	723	2469
CLUG_03494	Supercontig_1.4	611726	612964	+	1239	21452
CLUG_03495	Supercontig_1.4	613494	614420	-	927	4856
CLUG_03496	Supercontig_1.4	615226	617109	+	1884	6963
CLUG_03497	Supercontig_1.4	617307	617942	-	636	458
CLUG_03498	Supercontig_1.4	618097	620358	-	2262	10391
CLUG_03499	Supercontig_1.4	621997	622995	+	999	42601
CLUG_03500	Supercontig_1.4	623169	624014	+	846	404
CLUG_03501	Supercontig_1.4	624035	626608	-	2574	1384
CLUG_03502	Supercontig_1.4	629064	633329	+	4266	6837
CLUG_03503	Supercontig_1.4	632181	632654	-	474	1387
CLUG_03504	Supercontig_1.4	633426	633689	-	264	591
CLUG_03505	Supercontig_1.4	634171	634944	+	774	2827
CLUG_03506	Supercontig_1.4	635316	636605	+	1290	559
CLUG_03507	Supercontig_1.4	636623	637489	-	867	656
CLUG_03508	Supercontig_1.4	637825	638508	+	684	641
CLUG_03509	Supercontig_1.4	638699	639742	+	1044	788
CLUG_03510	Supercontig_1.4	639735	640970	-	1236	1213
CLUG_03511	Supercontig_1.4	641201	642952	-	1752	3324
CLUG_03512	Supercontig_1.4	644225	647293	-	3069	1541
CLUG_03513	Supercontig_1.4	647602	649386	+	1785	1074
CLUG_03514	Supercontig_1.4	650195	651898	+	1704	2535
CLUG_03515	Supercontig_1.4	652340	657865	-	5526	3055
CLUG_03516	Supercontig_1.4	658829	659602	-	774	349
CLUG_03517	Supercontig_1.4	659919	663089	-	3171	2338
CLUG_03518	Supercontig_1.4	663231	665483	+	2253	934
CLUG_03519	Supercontig_1.4	666235	667527	-	1293	9563
CLUG_03520	Supercontig_1.4	666241	667713	+	1473	11466
CLUG_03521	Supercontig_1.4	667756	669201	-	1446	1784
CLUG_03522	Supercontig_1.4	669647	671164	+	1518	2224
CLUG_03523	Supercontig_1.4	671666	673087	+	1422	1233
CLUG_03524	Supercontig_1.4	672100	672615	-	516	408
CLUG_03525	Supercontig_1.4	673220	674149	+	930	2768
CLUG_03526	Supercontig_1.4	674532	675113	+	582	2711
CLUG_03527	Supercontig_1.4	676546	676914	-	369	3929
CLUG_03528	Supercontig_1.4	677029	677673	-	645	552
CLUG_03529	Supercontig_1.4	677768	678796	-	1029	289
CLUG_03530	Supercontig_1.4	679456	680757	+	1302	1407
CLUG_03531	Supercontig_1.4	680754	682430	-	1677	1449
CLUG_03532	Supercontig_1.4	682582	683742	+	1161	835
CLUG_03533	Supercontig_1.4	683877	684416	-	540	608
CLUG_03534	Supercontig_1.4	684625	685077	-	453	16563
