# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "0" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L1B.r1.gsnap_reads.nostrand.tab" "-F" "GTF" "aln/L1B.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L1B.r1.gsnap.bam
CLUG_03668	Supercontig_1.4	928289	929188	+	900	1594
CLUG_03669	Supercontig_1.4	929336	930730	-	1395	582
CLUG_03670	Supercontig_1.4	930898	931536	-	639	9434
CLUG_03671	Supercontig_1.4	931952	932800	-	849	1871
CLUG_03672	Supercontig_1.4	933228	935801	-	2574	1383
CLUG_03673	Supercontig_1.4	936002	937861	-	1860	7404
CLUG_03674	Supercontig_1.4	939537	940676	+	1140	4518
CLUG_03675	Supercontig_1.4	940740	942497	+	1758	3434
CLUG_03676	Supercontig_1.4	943198	944307	+	1110	1625
CLUG_03677	Supercontig_1.4	944705	945208	+	504	1310
CLUG_03678	Supercontig_1.4	945291	946070	-	780	1419
CLUG_03679	Supercontig_1.4	946521	947426	+	906	1440
CLUG_03680	Supercontig_1.4	947511	949283	-	1773	10465
CLUG_03681	Supercontig_1.4	949958	950956	+	999	3298
CLUG_03682	Supercontig_1.4	951596	952381	+	786	1906
CLUG_03683	Supercontig_1.4	952838	953584	+	747	113406
CLUG_03684	Supercontig_1.4	953610	954611	-	1002	1622
CLUG_03685	Supercontig_1.4	955552	958260	+	2709	19982
CLUG_03686	Supercontig_1.4	958281	959213	-	933	725
CLUG_03687	Supercontig_1.4	959598	960155	+	558	3598
CLUG_03688	Supercontig_1.4	962734	964110	+	1377	2220
CLUG_03689	Supercontig_1.4	964932	966611	+	1680	1312
CLUG_03690	Supercontig_1.4	966732	967505	-	774	1621
CLUG_03691	Supercontig_1.4	968020	970056	+	2037	469
CLUG_03692	Supercontig_1.4	970124	971566	-	1443	991
CLUG_03693	Supercontig_1.4	971800	973233	+	1434	322
CLUG_03694	Supercontig_1.4	973565	975520	+	1956	4096
CLUG_03695	Supercontig_1.4	975624	976874	-	1251	641591
CLUG_03696	Supercontig_1.4	977592	978449	+	858	15111
CLUG_03697	Supercontig_1.4	978553	980100	-	1548	1939
CLUG_03698	Supercontig_1.4	980691	983969	+	3279	3827
CLUG_03699	Supercontig_1.4	984005	984739	-	735	25094
CLUG_03700	Supercontig_1.4	985002	986573	-	1572	6321
CLUG_03701	Supercontig_1.4	988046	988723	+	678	6078
CLUG_03702	Supercontig_1.4	988787	989821	-	1035	549
CLUG_03703	Supercontig_1.4	992799	993413	+	615	14633
CLUG_03704	Supercontig_1.4	993943	995712	+	1770	16766
CLUG_03705	Supercontig_1.4	995997	997973	+	1977	4337
CLUG_03706	Supercontig_1.4	998062	998586	-	525	460
CLUG_03707	Supercontig_1.4	998996	999535	+	540	556
CLUG_03708	Supercontig_1.4	999876	1001738	+	1863	1778
CLUG_03709	Supercontig_1.4	1001845	1003284	+	1440	1129
CLUG_03710	Supercontig_1.4	1003290	1005968	-	2679	1649
CLUG_03711	Supercontig_1.4	1007060	1008010	+	951	1402
CLUG_03712	Supercontig_1.4	1008113	1009396	-	1284	7095
CLUG_03713	Supercontig_1.4	1009634	1011028	+	1395	2399
CLUG_03714	Supercontig_1.4	1011147	1012004	-	858	1412
CLUG_03715	Supercontig_1.4	1013144	1015096	+	1953	1576
CLUG_03716	Supercontig_1.4	1015136	1015876	-	741	1161
CLUG_03717	Supercontig_1.4	1016016	1017107	-	1092	344
CLUG_03718	Supercontig_1.4	1017283	1018578	+	1296	1455
CLUG_03719	Supercontig_1.4	1019188	1021254	+	2067	6453
CLUG_03720	Supercontig_1.4	1021351	1024239	-	2889	6023
CLUG_03721	Supercontig_1.4	1024969	1027137	+	2169	9036
CLUG_03722	Supercontig_1.4	1027837	1028874	-	1038	24
CLUG_03723	Supercontig_1.4	1029492	1031021	+	1530	8
CLUG_03724	Supercontig_1.4	1031280	1033244	+	1965	1842
CLUG_03725	Supercontig_1.4	1033261	1034319	-	1059	4122
CLUG_03726	Supercontig_1.4	1034503	1035546	-	1044	1527
CLUG_03727	Supercontig_1.4	1036644	1037423	+	780	1281
CLUG_03728	Supercontig_1.4	1038151	1042752	-	4602	4190
CLUG_03729	Supercontig_1.4	1044205	1045947	+	1743	4579
CLUG_03730	Supercontig_1.4	1046393	1047418	+	1026	7792
CLUG_03731	Supercontig_1.4	1047562	1048092	-	531	533
CLUG_03732	Supercontig_1.4	1048423	1048776	+	354	1152
CLUG_03733	Supercontig_1.4	1049468	1051798	-	2331	2806
CLUG_03734	Supercontig_1.4	1051854	1052306	+	453	421
CLUG_03735	Supercontig_1.4	1053716	1054486	-	771	2324
CLUG_03736	Supercontig_1.4	1054819	1055742	-	924	2141
CLUG_03737	Supercontig_1.4	1056004	1057635	-	1632	13835
CLUG_03738	Supercontig_1.4	1058974	1060197	-	1224	4078
CLUG_03739	Supercontig_1.4	1060535	1061881	-	1347	1752
CLUG_03740	Supercontig_1.4	1062925	1064004	+	1080	1704
CLUG_03741	Supercontig_1.4	1064371	1066353	+	1983	9597
CLUG_03742	Supercontig_1.4	1066630	1070286	+	3657	5294
CLUG_03743	Supercontig_1.4	1071044	1071607	+	564	3208
CLUG_03744	Supercontig_1.4	1072745	1073578	+	834	18928
CLUG_03745	Supercontig_1.4	1073810	1075792	+	1983	4464
CLUG_03746	Supercontig_1.4	1076068	1077444	+	1377	3404
CLUG_03747	Supercontig_1.4	1077605	1079998	-	2394	4336
CLUG_03748	Supercontig_1.4;Supercontig_1.4	1080585;1081163	1081025;1081171	-;-	450	4378
CLUG_03749	Supercontig_1.4	1081784	1082911	-	1128	1953
CLUG_03750	Supercontig_1.4	1083657	1084673	-	1017	9
CLUG_03751	Supercontig_1.4	1083663	1084628	+	966	0
CLUG_03752	Supercontig_1.4	1084983	1085693	+	711	695
CLUG_03753	Supercontig_1.4	1086171	1087592	-	1422	7724
CLUG_03754	Supercontig_1.4	1087920	1089527	-	1608	9341
CLUG_03755	Supercontig_1.4	1090556	1092499	+	1944	13389
CLUG_03756	Supercontig_1.4	1092681	1093400	+	720	651
CLUG_03757	Supercontig_1.4	1093489	1095198	-	1710	6436
CLUG_03758	Supercontig_1.4	1095336	1095914	-	579	631
CLUG_03759	Supercontig_1.4	1096365	1098980	-	2616	3468
CLUG_03760	Supercontig_1.4	1100350	1102716	+	2367	44984
CLUG_03761	Supercontig_1.4	1103070	1104089	+	1020	2484
CLUG_03762	Supercontig_1.4	1104869	1107688	+	2820	6209
CLUG_03763	Supercontig_1.4	1107985	1108749	+	765	10616
CLUG_03764	Supercontig_1.4	1109136	1111940	+	2805	7002
CLUG_03765	Supercontig_1.4	1112000	1113271	-	1272	242
CLUG_03766	Supercontig_1.4	1113997	1114983	+	987	9796
CLUG_03767	Supercontig_1.4	1115647	1116147	+	501	1313
CLUG_03768	Supercontig_1.4	1116679	1119588	+	2910	2737
CLUG_03769	Supercontig_1.4	1119616	1120281	-	666	612
CLUG_03770	Supercontig_1.4	1120512	1121399	+	888	3816
CLUG_03771	Supercontig_1.4	1121439	1122368	-	930	2938
CLUG_03772	Supercontig_1.4	1122818	1125007	-	2190	1685
CLUG_03773	Supercontig_1.4	1125732	1126844	-	1113	993
CLUG_03774	Supercontig_1.4	1127043	1127789	-	747	2424
CLUG_03775	Supercontig_1.4	1128461	1131391	+	2931	2707
CLUG_03776	Supercontig_1.4	1131530	1132708	+	1179	2123
CLUG_03777	Supercontig_1.4	1132725	1133591	-	867	1958
CLUG_03778	Supercontig_1.4	1133740	1134759	-	1020	10019
CLUG_03779	Supercontig_1.4	1135193	1135648	-	456	823
CLUG_03780	Supercontig_1.4	1135819	1136367	+	549	262
CLUG_03781	Supercontig_1.4	1136455	1138668	-	2214	1420
CLUG_03782	Supercontig_1.4	1138969	1139403	+	435	2107
CLUG_03783	Supercontig_1.4	1140112	1141416	+	1305	7925
CLUG_03784	Supercontig_1.4	1141646	1142404	-	759	20743
CLUG_03785	Supercontig_1.4	1142668	1143099	-	432	1183
CLUG_03786	Supercontig_1.4	1144043	1146514	+	2472	18926
CLUG_03787	Supercontig_1.4	1147703	1148899	-	1197	3537
CLUG_03788	Supercontig_1.4	1150056	1150802	+	747	1152
CLUG_03789	Supercontig_1.4	1151212	1153062	-	1851	4837
CLUG_03790	Supercontig_1.4	1153557	1154762	-	1206	1010
CLUG_03791	Supercontig_1.4	1154915	1163545	-	8631	2862
CLUG_03792	Supercontig_1.4	1164520	1165614	+	1095	8254
CLUG_03793	Supercontig_1.4	1166146	1166841	+	696	2216
CLUG_03794	Supercontig_1.4	1167096	1169084	+	1989	3390
CLUG_03795	Supercontig_1.4	1169628	1170404	+	777	1442
CLUG_03796	Supercontig_1.4	1170540	1171517	-	978	1100
CLUG_03797	Supercontig_1.4	1171916	1173022	-	1107	1048
CLUG_03798	Supercontig_1.4	1174237	1175946	+	1710	1899
CLUG_03799	Supercontig_1.4	1175919	1176938	+	1020	2473
CLUG_03800	Supercontig_1.4	1177066	1177812	+	747	2970
CLUG_03801	Supercontig_1.4	1177849	1178820	-	972	1205
CLUG_03802	Supercontig_1.4	1178970	1180109	-	1140	10283
CLUG_03803	Supercontig_1.4	1180349	1181755	-	1407	2030
CLUG_03804	Supercontig_1.4	1182395	1184116	-	1722	4501
CLUG_03805	Supercontig_1.4	1184811	1186091	+	1281	1854
CLUG_03806	Supercontig_1.4	1186224	1186769	-	546	337
CLUG_03807	Supercontig_1.4	1187374	1188060	+	687	1308
CLUG_03808	Supercontig_1.4	1188206	1188661	+	456	949
CLUG_03809	Supercontig_1.4	1188796	1190145	-	1350	15786
CLUG_03810	Supercontig_1.4	1191153	1191647	-	495	53416
CLUG_03811	Supercontig_1.4	1192931	1195750	+	2820	2790
CLUG_03812	Supercontig_1.4	1197099	1199219	-	2121	14541
CLUG_03813	Supercontig_1.4	1200448	1202136	-	1689	699608
CLUG_03814	Supercontig_1.4	1203176	1203955	+	780	4194
CLUG_03815	Supercontig_1.4	1204158	1206374	-	2217	674
CLUG_03816	Supercontig_1.4	1208928	1210640	+	1713	2763
CLUG_03817	Supercontig_1.4	1212120	1212947	+	828	1563
CLUG_03818	Supercontig_1.4	1213039	1213461	-	423	533
CLUG_03819	Supercontig_1.4	1213864	1214958	-	1095	16015
CLUG_03820	Supercontig_1.4	1216130	1217686	+	1557	751
CLUG_03821	Supercontig_1.4	1217693	1219372	-	1680	1184
CLUG_03822	Supercontig_1.4	1219653	1220930	-	1278	494
CLUG_03823	Supercontig_1.4	1222106	1222663	+	558	777
CLUG_03824	Supercontig_1.4	1222755	1224011	-	1257	1218
CLUG_03825	Supercontig_1.4	1224093	1225262	-	1170	4683
CLUG_03826	Supercontig_1.4	1225540	1226754	-	1215	774
CLUG_03827	Supercontig_1.4	1226832	1227707	+	876	60
CLUG_03828	Supercontig_1.4	1228156	1229817	+	1662	2378
CLUG_03829	Supercontig_1.4	1230017	1231492	+	1476	2592
CLUG_03830	Supercontig_1.4;Supercontig_1.4	1231595;1232037	1231718;1232437	+;+	525	14072
CLUG_03831	Supercontig_1.4	1232584	1233288	+	705	998
CLUG_03832	Supercontig_1.4	1233721	1234176	+	456	771
CLUG_03833	Supercontig_1.4	1234233	1234739	-	507	2657
CLUG_03834	Supercontig_1.4	1235176	1236111	-	936	1103
CLUG_03835	Supercontig_1.4	1236231	1237652	-	1422	203
CLUG_03836	Supercontig_1.4	1239358	1242231	+	2874	4232
CLUG_03837	Supercontig_1.4	1242836	1243360	+	525	1527
CLUG_03838	Supercontig_1.4	1242890	1243522	-	633	0
CLUG_03839	Supercontig_1.4	1243914	1247504	-	3591	3441
CLUG_03840	Supercontig_1.4	1247740	1248330	-	591	1661
CLUG_03841	Supercontig_1.4	1249426	1251999	-	2574	6983
CLUG_03842	Supercontig_1.4	1253001	1253708	-	708	871
CLUG_03843	Supercontig_1.4	1255012	1256040	+	1029	3428
CLUG_03844	Supercontig_1.4	1256242	1256850	+	609	575
CLUG_03845	Supercontig_1.4	1257114	1258505	+	1392	1510
CLUG_03846	Supercontig_1.4	1258562	1259593	-	1032	2115
CLUG_03847	Supercontig_1.4	1260314	1260886	-	573	730
CLUG_03848	Supercontig_1.4	1261056	1262174	-	1119	943
CLUG_03849	Supercontig_1.4	1263049	1264443	+	1395	10610
CLUG_03850	Supercontig_1.4	1265090	1268005	+	2916	12546
CLUG_03851	Supercontig_1.4	1268844	1270259	+	1416	4474
CLUG_03852	Supercontig_1.4	1271262	1274345	+	3084	4986
CLUG_03853	Supercontig_1.4	1274460	1276061	+	1602	486
CLUG_03854	Supercontig_1.4	1276157	1276498	-	342	230
CLUG_03855	Supercontig_1.4	1276679	1277899	-	1221	643
CLUG_03856	Supercontig_1.4	1277975	1278277	+	303	380
CLUG_03857	Supercontig_1.4	1278372	1279721	-	1350	1536
CLUG_03858	Supercontig_1.4	1280143	1281420	+	1278	5265
CLUG_03859	Supercontig_1.4	1281481	1283637	-	2157	3084
CLUG_03860	Supercontig_1.4	1284382	1286340	+	1959	2318
CLUG_03861	Supercontig_1.4	1286335	1287474	-	1140	2485
CLUG_03862	Supercontig_1.4	1287997	1292268	+	4272	2389
CLUG_03863	Supercontig_1.4	1292392	1293258	-	867	988
CLUG_03864	Supercontig_1.4	1293720	1294916	+	1197	1581
CLUG_03865	Supercontig_1.4	1294964	1295551	-	588	422
CLUG_03866	Supercontig_1.4	1295987	1296475	-	489	216
CLUG_03867	Supercontig_1.4	1296612	1297709	+	1098	574
CLUG_03868	Supercontig_1.4	1298209	1300122	+	1914	4575
CLUG_03869	Supercontig_1.4	1300726	1302027	+	1302	1642
CLUG_03870	Supercontig_1.4	1302395	1303729	+	1335	1568
CLUG_03871	Supercontig_1.4	1304902	1306488	+	1587	433
CLUG_03872	Supercontig_1.4	1306576	1309230	-	2655	7943
CLUG_03873	Supercontig_1.4	1309705	1310352	+	648	1307
CLUG_03874	Supercontig_1.4	1310362	1311168	-	807	725
CLUG_03875	Supercontig_1.4	1311424	1314009	+	2586	3194
CLUG_03876	Supercontig_1.4	1314010	1314357	-	348	440
CLUG_03877	Supercontig_1.4	1314817	1315683	+	867	6669
CLUG_03878	Supercontig_1.4	1315749	1317701	-	1953	2205
CLUG_03879	Supercontig_1.4	1317797	1319443	-	1647	374
CLUG_03880	Supercontig_1.4	1319549	1320376	+	828	584
CLUG_03881	Supercontig_1.4	1320440	1320946	-	507	1422
CLUG_03882	Supercontig_1.4	1321234	1321686	+	453	1336
CLUG_03883	Supercontig_1.4	1322104	1323375	+	1272	4667
CLUG_03884	Supercontig_1.4	1323913	1325082	+	1170	826
CLUG_03885	Supercontig_1.4	1325100	1325525	-	426	1694
CLUG_03886	Supercontig_1.4	1325677	1327122	-	1446	2219
CLUG_03887	Supercontig_1.4	1327483	1328688	-	1206	60215
CLUG_03888	Supercontig_1.4	1329695	1332781	+	3087	4445
CLUG_03889	Supercontig_1.4	1333611	1334534	+	924	598
CLUG_03890	Supercontig_1.4	1334655	1337885	-	3231	9015
CLUG_03891	Supercontig_1.4	1338510	1341419	-	2910	1815
CLUG_03892	Supercontig_1.4	1342395	1346714	-	4320	6416
CLUG_03893	Supercontig_1.4	1348056	1349951	+	1896	10186
CLUG_03894	Supercontig_1.4	1349959	1350444	-	486	5964
CLUG_03895	Supercontig_1.4	1350895	1351317	+	423	406
CLUG_03896	Supercontig_1.4	1351491	1351919	-	429	620
CLUG_03897	Supercontig_1.4	1353077	1354396	+	1320	627519
CLUG_03898	Supercontig_1.4	1354554	1355954	-	1401	2944
CLUG_03899	Supercontig_1.4	1356305	1356766	+	462	876
CLUG_03900	Supercontig_1.4	1356865	1357296	-	432	306
CLUG_03901	Supercontig_1.4	1358543	1360372	+	1830	7076
CLUG_03902	Supercontig_1.4	1360945	1361520	+	576	6179
CLUG_03903	Supercontig_1.4	1362474	1369664	+	7191	22806
CLUG_03904	Supercontig_1.4	1369702	1370385	-	684	5254
CLUG_03905	Supercontig_1.4	1370945	1372420	+	1476	8328
CLUG_03906	Supercontig_1.4	1372770	1373171	+	402	1239
CLUG_03907	Supercontig_1.4	1373202	1380848	-	7647	6955
CLUG_03908	Supercontig_1.4	1381820	1382209	+	390	10377
CLUG_03909	Supercontig_1.4	1382328	1384874	-	2547	10117
CLUG_03910	Supercontig_1.4	1385558	1386394	-	837	25312
CLUG_03911	Supercontig_1.4	1387437	1389227	-	1791	4913
CLUG_03912	Supercontig_1.4	1389465	1390376	-	912	1837
CLUG_03913	Supercontig_1.4	1391018	1393999	+	2982	3502
CLUG_03914	Supercontig_1.4	1394072	1395499	+	1428	321
CLUG_03915	Supercontig_1.4	1394424	1394990	+	567	0
CLUG_03916	Supercontig_1.4	1395729	1397348	+	1620	3481
CLUG_03917	Supercontig_1.4	1397804	1399600	+	1797	1134
CLUG_03918	Supercontig_1.4	1399632	1400240	-	609	750
CLUG_03919	Supercontig_1.4	1400947	1402425	+	1479	1231
CLUG_03920	Supercontig_1.4	1403145	1405652	-	2508	4073
CLUG_03921	Supercontig_1.4	1406428	1407375	+	948	1502
CLUG_03922	Supercontig_1.4	1407607	1408833	-	1227	12579
CLUG_03923	Supercontig_1.4	1409083	1410657	-	1575	9565
CLUG_03924	Supercontig_1.4	1410904	1413225	+	2322	7189
CLUG_03925	Supercontig_1.4	1413309	1415108	-	1800	1863
CLUG_03926	Supercontig_1.4	1415267	1416421	+	1155	664
CLUG_03927	Supercontig_1.4	1417151	1418020	-	870	734
CLUG_03928	Supercontig_1.4	1418381	1419787	-	1407	1569
CLUG_03929	Supercontig_1.4	1420169	1421107	+	939	1270
CLUG_03930	Supercontig_1.4	1422165	1423811	-	1647	10952
CLUG_03931	Supercontig_1.4	1424893	1426224	-	1332	58390
CLUG_03932	Supercontig_1.4	1427802	1429640	+	1839	1418
CLUG_03933	Supercontig_1.4	1429675	1430676	-	1002	725
CLUG_03934	Supercontig_1.4	1430660	1432693	-	2034	1085
CLUG_03935	Supercontig_1.4	1433015	1434424	-	1410	1785
CLUG_03936	Supercontig_1.4	1434534	1434986	-	453	383
CLUG_03937	Supercontig_1.4	1435254	1436135	-	882	433
CLUG_03938	Supercontig_1.4	1436636	1437100	-	465	1060
CLUG_03939	Supercontig_1.4	1437567	1438676	+	1110	383
CLUG_03940	Supercontig_1.4	1439052	1439555	-	504	0
CLUG_03941	Supercontig_1.4	1439169	1440404	+	1236	656
CLUG_03942	Supercontig_1.4	1440412	1441014	+	603	556
CLUG_03943	Supercontig_1.4	1441298	1442077	+	780	2029
CLUG_03944	Supercontig_1.4	1443265	1445631	-	2367	2456
CLUG_03945	Supercontig_1.4	1447544	1448329	+	786	26606
CLUG_03946	Supercontig_1.4	1448513	1450471	-	1959	2505
CLUG_03947	Supercontig_1.4	1450649	1452613	-	1965	798
CLUG_03948	Supercontig_1.4	1452998	1455607	-	2610	6314
CLUG_03949	Supercontig_1.4	1457065	1458642	-	1578	32
CLUG_03950	Supercontig_1.4	1461982	1463841	+	1860	1887
CLUG_03951	Supercontig_1.4	1464382	1465311	-	930	651
CLUG_03952	Supercontig_1.4	1464836	1465561	-	726	3816
CLUG_03953	Supercontig_1.4	1466646	1467911	+	1266	815
CLUG_03954	Supercontig_1.4	1468482	1469174	+	693	523
CLUG_03955	Supercontig_1.4	1469641	1470636	-	996	942
CLUG_03956	Supercontig_1.4	1470948	1471913	-	966	32588
CLUG_03957	Supercontig_1.4	1473618	1474316	-	699	1062
CLUG_03958	Supercontig_1.4	1475368	1475724	-	357	705
CLUG_03959	Supercontig_1.4	1476323	1477972	+	1650	5000
CLUG_03960	Supercontig_1.4	1478113	1478682	+	570	40
CLUG_03961	Supercontig_1.4	1478437	1481019	-	2583	825
CLUG_03962	Supercontig_1.4	1479675	1480133	-	459	0
CLUG_03963	Supercontig_1.4	1480144	1480656	+	513	0
CLUG_03964	Supercontig_1.4	1481252	1484131	-	2880	2076
CLUG_03965	Supercontig_1.4	1484702	1485895	-	1194	47467
CLUG_03966	Supercontig_1.4	1487519	1489018	-	1500	814
CLUG_03967	Supercontig_1.4	1490581	1492032	-	1452	5463
CLUG_03968	Supercontig_1.4	1493250	1494740	+	1491	542
CLUG_03969	Supercontig_1.4	1494961	1495836	+	876	1087
CLUG_03970	Supercontig_1.4	1496023	1497087	+	1065	11124
CLUG_03971	Supercontig_1.4	1498233	1499966	+	1734	43
CLUG_03972	Supercontig_1.4	1500870	1501853	+	984	835
CLUG_03973	Supercontig_1.4	1501693	1502814	+	1122	734
CLUG_03974	Supercontig_1.4	1502549	1504000	+	1452	927
CLUG_03975	Supercontig_1.4	1503453	1503956	+	504	0
CLUG_03976	Supercontig_1.4	1503515	1504012	-	498	24
CLUG_03977	Supercontig_1.4	1504288	1505427	+	1140	2069
CLUG_03978	Supercontig_1.4	1505780	1507450	-	1671	51432
CLUG_03979	Supercontig_1.4	1508361	1510208	-	1848	4310
CLUG_03980	Supercontig_1.4	1510449	1513265	-	2817	2351
CLUG_03981	Supercontig_1.4	1515464	1519225	+	3762	6803
CLUG_03982	Supercontig_1.4	1519361	1521040	-	1680	70
CLUG_03983	Supercontig_1.4	1522355	1527964	-	5610	4808
CLUG_03984	Supercontig_1.4	1528360	1529910	-	1551	158
CLUG_03985	Supercontig_1.4	1530557	1532215	-	1659	882
CLUG_03986	Supercontig_1.4	1533070	1536027	-	2958	2415
CLUG_03987	Supercontig_1.4	1537028	1539241	+	2214	1449
CLUG_03988	Supercontig_1.4	1539900	1541123	+	1224	1858
CLUG_03989	Supercontig_1.4	1541120	1545916	-	4797	7454
CLUG_03990	Supercontig_1.4	1546079	1547551	-	1473	1572
CLUG_03991	Supercontig_1.4	1548113	1550035	-	1923	1263
CLUG_03992	Supercontig_1.4	1550879	1556362	+	5484	1954
CLUG_03993	Supercontig_1.4	1556650	1559748	+	3099	3638
CLUG_03994	Supercontig_1.4	1559858	1560535	-	678	8023
CLUG_03995	Supercontig_1.4	1560709	1563612	-	2904	6433
CLUG_03996	Supercontig_1.4	1565201	1567768	+	2568	5347
CLUG_03997	Supercontig_1.4	1567982	1569616	-	1635	1524
CLUG_03998	Supercontig_1.4	1568206	1568493	-	288	0
CLUG_03999	Supercontig_1.4	1571059	1572192	-	1134	1778
CLUG_04000	Supercontig_1.4	1572895	1574628	+	1734	1328
CLUG_04001	Supercontig_1.4	1575632	1576495	-	864	697
CLUG_04002	Supercontig_1.4	1576830	1578353	+	1524	428
CLUG_04003	Supercontig_1.4	1578970	1581192	+	2223	1578
CLUG_04004	Supercontig_1.4	1581334	1582464	-	1131	3186
CLUG_04005	Supercontig_1.4	1583182	1583961	-	780	268
CLUG_04006	Supercontig_1.4	1584702	1585739	-	1038	4402
CLUG_04007	Supercontig_1.4	1586401	1587552	-	1152	137
CLUG_04008	Supercontig_1.4	1588293	1589483	-	1191	654
CLUG_04009	Supercontig_1.4	1589849	1590133	-	285	525
CLUG_04010	Supercontig_1.4	1590394	1591068	-	675	2053
CLUG_04011	Supercontig_1.4	1592808	1593290	+	483	78
CLUG_04012	Supercontig_1.4	1593661	1594350	-	690	745
CLUG_04013	Supercontig_1.4	1594649	1595584	+	936	1268
CLUG_04014	Supercontig_1.4	1595660	1598458	-	2799	2632
CLUG_04015	Supercontig_1.4	1598826	1602695	-	3870	2196
CLUG_04016	Supercontig_1.4	1602949	1603473	-	525	3732
CLUG_04017	Supercontig_1.4	1603629	1604201	-	573	2691
CLUG_04018	Supercontig_1.4	1606089	1608050	+	1962	5278
CLUG_04019	Supercontig_1.4	1608062	1609069	-	1008	1471
CLUG_04020	Supercontig_1.4	1609266	1610030	-	765	27073
CLUG_04021	Supercontig_1.4	1610393	1610893	+	501	1513
CLUG_04022	Supercontig_1.4	1611471	1612469	+	999	1240
CLUG_04023	Supercontig_1.4	1612798	1614783	+	1986	5722
CLUG_04024	Supercontig_1.4	1615275	1619717	+	4443	35426
CLUG_04025	Supercontig_1.4	1620549	1621574	+	1026	3518
CLUG_04026	Supercontig_1.4	1621698	1622633	+	936	567
CLUG_04027	Supercontig_1.4	1622709	1625468	-	2760	7731
CLUG_04028	Supercontig_1.4	1627238	1629310	+	2073	4734
CLUG_04029	Supercontig_1.4	1629403	1631061	-	1659	21737
CLUG_04030	Supercontig_1.4	1632031	1634019	+	1989	5004
CLUG_04031	Supercontig_1.4	1634594	1635982	+	1389	3618
CLUG_04032	Supercontig_1.4	1636541	1637992	-	1452	6776
CLUG_04033	Supercontig_1.4	1638476	1640101	-	1626	2311
CLUG_04034	Supercontig_1.4	1640246	1641133	-	888	2126
CLUG_04035	Supercontig_1.4	1641397	1643226	-	1830	1818
CLUG_04036	Supercontig_1.4	1644269	1645615	-	1347	5262
CLUG_04037	Supercontig_1.4	1645733	1648387	-	2655	41775
CLUG_04038	Supercontig_1.4	1649022	1650884	-	1863	13814
CLUG_04039	Supercontig_1.4	1651665	1655444	-	3780	6307
CLUG_04040	Supercontig_1.4	1657834	1659690	+	1857	683
CLUG_04041	Supercontig_1.4	1660144	1663146	+	3003	4211
CLUG_04042	Supercontig_1.4	1664395	1665396	+	1002	461
CLUG_04043	Supercontig_1.4	1667877	1668728	+	852	30
CLUG_04044	Supercontig_1.4	1669386	1671470	+	2085	1971
CLUG_04045	Supercontig_1.4	1671534	1673831	-	2298	1741
CLUG_04046	Supercontig_1.4	1674538	1675686	-	1149	8246
CLUG_04047	Supercontig_1.4	1676342	1677115	-	774	52336
CLUG_04048	Supercontig_1.4	1678353	1680044	-	1692	2140
CLUG_04049	Supercontig_1.4	1680640	1681860	-	1221	2080
CLUG_04050	Supercontig_1.4	1682839	1683453	+	615	681
CLUG_04051	Supercontig_1.4	1683567	1684274	+	708	633
CLUG_04052	Supercontig_1.4	1684432	1684965	-	534	1478
CLUG_04053	Supercontig_1.4	1684709	1685527	-	819	6574
CLUG_04054	Supercontig_1.4	1686026	1687213	-	1188	1875
CLUG_04055	Supercontig_1.4	1687338	1690355	-	3018	2242
CLUG_04056	Supercontig_1.4	1690562	1692745	+	2184	1403
CLUG_04057	Supercontig_1.4	1693079	1693426	+	348	551
CLUG_04058	Supercontig_1.4	1694223	1694894	+	672	533
CLUG_04059	Supercontig_1.4	1696533	1699112	+	2580	8935
CLUG_04060	Supercontig_1.4	1699331	1699834	-	504	3018
CLUG_04061	Supercontig_1.4	1700656	1701198	+	543	553
CLUG_04062	Supercontig_1.4	1701325	1705485	-	4161	19176
CLUG_04063	Supercontig_1.4	1707340	1708674	+	1335	3059
CLUG_04064	Supercontig_1.4	1708985	1711699	+	2715	107
CLUG_04065	Supercontig_1.4	1712123	1714714	+	2592	14606
CLUG_04066	Supercontig_1.4	1714966	1716186	+	1221	1412
CLUG_04067	Supercontig_1.4	1716804	1717394	-	591	1225
CLUG_04068	Supercontig_1.4	1717763	1719595	+	1833	997
CLUG_04069	Supercontig_1.4	1719700	1721535	-	1836	1351
CLUG_04070	Supercontig_1.4	1722111	1723259	+	1149	2274
CLUG_04071	Supercontig_1.4	1723449	1724714	-	1266	2
CLUG_04072	Supercontig_1.4	1726338	1727780	+	1443	550
CLUG_04073	Supercontig_1.4	1729925	1730587	+	663	53808
