# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L1B_benomyl.r2.gsnap_frags.tab" "-F" "GTF" "-p" "aln/L1B_benomyl.r2.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L1B_benomyl.r2.gsnap.bam
CLUG_03397	Supercontig_1.4	409485	409931	-	447	34
CLUG_03398	Supercontig_1.4	415280	419524	-	4245	1
CLUG_03399	Supercontig_1.4	420617	421675	-	1059	114
CLUG_03400	Supercontig_1.4	422296	423309	-	1014	100
CLUG_03401	Supercontig_1.4	424598	426844	+	2247	421
CLUG_03402	Supercontig_1.4	428555	429526	-	972	50
CLUG_03403	Supercontig_1.4	431983	433296	+	1314	37
CLUG_03404	Supercontig_1.4	433351	434232	-	882	37
CLUG_03405	Supercontig_1.4	435288	436961	+	1674	108
CLUG_03406	Supercontig_1.4	438380	443752	+	5373	124
CLUG_03407	Supercontig_1.4	438533	439054	-	522	19
CLUG_03408	Supercontig_1.4	438679	439302	+	624	0
CLUG_03409	Supercontig_1.4	440364	440816	+	453	0
CLUG_03410	Supercontig_1.4	444121	447174	+	3054	144
CLUG_03411	Supercontig_1.4	447822	448478	+	657	247
CLUG_03412	Supercontig_1.4	448642	452901	+	4260	303
CLUG_03413	Supercontig_1.4	453473	454576	-	1104	49
CLUG_03414	Supercontig_1.4	455234	457075	-	1842	459
CLUG_03415	Supercontig_1.4	458111	460150	-	2040	95
CLUG_03416	Supercontig_1.4	461894	464695	+	2802	105
CLUG_03417	Supercontig_1.4	466067	466675	+	609	49
CLUG_03418	Supercontig_1.4	466961	468397	+	1437	69
CLUG_03419	Supercontig_1.4	469211	470017	-	807	151
CLUG_03420	Supercontig_1.4	470817	472010	+	1194	109
CLUG_03421	Supercontig_1.4	473137	476358	+	3222	170
CLUG_03422	Supercontig_1.4	476751	482936	-	6186	334
CLUG_03423	Supercontig_1.4	484213	484848	-	636	5394
CLUG_03424	Supercontig_1.4	484252	484728	+	477	76065
CLUG_03425	Supercontig_1.4	486709	487710	-	1002	465
CLUG_03426	Supercontig_1.4	488438	491119	+	2682	54
CLUG_03427	Supercontig_1.4	492348	493253	-	906	331
CLUG_03428	Supercontig_1.4	494674	496038	+	1365	149
CLUG_03429	Supercontig_1.4	497529	499352	+	1824	203
CLUG_03430	Supercontig_1.4	500058	501560	+	1503	210
CLUG_03431	Supercontig_1.4	501737	503080	-	1344	257
CLUG_03432	Supercontig_1.4	503723	506611	-	2889	450
CLUG_03433	Supercontig_1.4	508017	509831	+	1815	233
CLUG_03434	Supercontig_1.4	510369	510818	-	450	2
CLUG_03435	Supercontig_1.4	511278	512504	+	1227	132
CLUG_03436	Supercontig_1.4	512840	513592	+	753	35
CLUG_03437	Supercontig_1.4	514277	515746	+	1470	40
CLUG_03438	Supercontig_1.4	516260	517369	+	1110	19
CLUG_03439	Supercontig_1.4	517785	519170	-	1386	44
CLUG_03440	Supercontig_1.4	519889	520623	-	735	315
CLUG_03441	Supercontig_1.4	521255	523033	-	1779	87
CLUG_03442	Supercontig_1.4	524404	525054	-	651	286
CLUG_03443	Supercontig_1.4	524417	525676	+	1260	141
CLUG_03444	Supercontig_1.4	526060	526722	-	663	10
CLUG_03445	Supercontig_1.4	526841	528943	+	2103	173
CLUG_03446	Supercontig_1.4	529093	532524	-	3432	73
CLUG_03447	Supercontig_1.4	533384	535762	+	2379	56
CLUG_03448	Supercontig_1.4	535807	536625	+	819	80
CLUG_03449	Supercontig_1.4	536712	538379	-	1668	421
CLUG_03450	Supercontig_1.4	539349	540437	-	1089	246
CLUG_03451	Supercontig_1.4	540674	541162	-	489	200
CLUG_03452	Supercontig_1.4	541878	542453	+	576	28
CLUG_03453	Supercontig_1.4	544130	544960	-	831	197
CLUG_03454	Supercontig_1.4;Supercontig_1.4	545389;546563	546501;546607	-;-	1158	205
CLUG_03455	Supercontig_1.4	547004	548824	-	1821	520
CLUG_03456	Supercontig_1.4	549889	550278	+	390	20
CLUG_03457	Supercontig_1.4	550299	550874	+	576	48
CLUG_03458	Supercontig_1.4	551070	552224	-	1155	199
CLUG_03459	Supercontig_1.4	553112	554500	+	1389	73
CLUG_03460	Supercontig_1.4	554566	555189	-	624	81
CLUG_03461	Supercontig_1.4	555425	558172	-	2748	167
CLUG_03462	Supercontig_1.4	558916	559404	-	489	20
CLUG_03463	Supercontig_1.4	559441	561402	+	1962	716
CLUG_03464	Supercontig_1.4	561470	562384	-	915	109
CLUG_03465	Supercontig_1.4	562777	563604	-	828	112
CLUG_03466	Supercontig_1.4	563679	564449	-	771	9
CLUG_03467	Supercontig_1.4	563785	564630	-	846	33
CLUG_03468	Supercontig_1.4	564712	568920	-	4209	261
CLUG_03469	Supercontig_1.4	570234	570752	-	519	1468
CLUG_03470	Supercontig_1.4	570249	570854	+	606	175
CLUG_03471	Supercontig_1.4	571204	571944	+	741	167
CLUG_03472	Supercontig_1.4	572042	575071	-	3030	562
CLUG_03473	Supercontig_1.4	575587	576549	-	963	256
CLUG_03474	Supercontig_1.4	577026	577373	+	348	20
CLUG_03475	Supercontig_1.4	577604	578077	-	474	47
CLUG_03476	Supercontig_1.4	578409	578891	-	483	501
CLUG_03477	Supercontig_1.4	579389	580183	-	795	22
CLUG_03478	Supercontig_1.4	580847	582406	+	1560	19
CLUG_03479	Supercontig_1.4	582450	584240	-	1791	17
CLUG_03480	Supercontig_1.4	584578	585285	+	708	35
CLUG_03481	Supercontig_1.4	585295	588771	-	3477	87
CLUG_03482	Supercontig_1.4	590023	590910	+	888	21
CLUG_03483	Supercontig_1.4	591751	592380	-	630	261
CLUG_03484	Supercontig_1.4	592802	593194	-	393	41
CLUG_03485	Supercontig_1.4	593904	594992	+	1089	12
CLUG_03486	Supercontig_1.4	595126	595698	+	573	9
CLUG_03487	Supercontig_1.4	595866	596504	-	639	20
CLUG_03488	Supercontig_1.4	596705	599386	-	2682	84
CLUG_03489	Supercontig_1.4	600496	601122	+	627	13
CLUG_03490	Supercontig_1.4	601282	601854	-	573	14
CLUG_03491	Supercontig_1.4	601991	604108	+	2118	36
CLUG_03492	Supercontig_1.4	605290	606543	+	1254	762
CLUG_03493	Supercontig_1.4	608753	609475	-	723	99
CLUG_03494	Supercontig_1.4	611726	612964	+	1239	353
CLUG_03495	Supercontig_1.4	613494	614420	-	927	383
CLUG_03496	Supercontig_1.4	615226	617109	+	1884	1876
CLUG_03497	Supercontig_1.4	617307	617942	-	636	664
CLUG_03498	Supercontig_1.4	618097	620358	-	2262	100
CLUG_03499	Supercontig_1.4	621997	622995	+	999	5659
CLUG_03500	Supercontig_1.4	623169	624014	+	846	109
CLUG_03501	Supercontig_1.4	624035	626608	-	2574	481
CLUG_03502	Supercontig_1.4	629064	633329	+	4266	259
CLUG_03503	Supercontig_1.4	632181	632654	-	474	665
CLUG_03504	Supercontig_1.4	633426	633689	-	264	10
CLUG_03505	Supercontig_1.4	634171	634944	+	774	48
CLUG_03506	Supercontig_1.4	635316	636605	+	1290	25
CLUG_03507	Supercontig_1.4	636623	637489	-	867	74
CLUG_03508	Supercontig_1.4	637825	638508	+	684	22
CLUG_03509	Supercontig_1.4	638699	639742	+	1044	47
CLUG_03510	Supercontig_1.4	639735	640970	-	1236	64
CLUG_03511	Supercontig_1.4	641201	642952	-	1752	75
CLUG_03512	Supercontig_1.4	644225	647293	-	3069	126
CLUG_03513	Supercontig_1.4	647602	649386	+	1785	81
CLUG_03514	Supercontig_1.4	650195	651898	+	1704	37
CLUG_03515	Supercontig_1.4	652340	657865	-	5526	72
CLUG_03516	Supercontig_1.4	658829	659602	-	774	11
CLUG_03517	Supercontig_1.4	659919	663089	-	3171	23
CLUG_03518	Supercontig_1.4	663231	665483	+	2253	64
CLUG_03519	Supercontig_1.4	666235	667527	-	1293	793
CLUG_03520	Supercontig_1.4	666241	667713	+	1473	89
CLUG_03521	Supercontig_1.4	667756	669201	-	1446	45
CLUG_03522	Supercontig_1.4	669647	671164	+	1518	21
CLUG_03523	Supercontig_1.4	671666	673087	+	1422	19
CLUG_03524	Supercontig_1.4	672100	672615	-	516	52
CLUG_03525	Supercontig_1.4	673220	674149	+	930	48
CLUG_03526	Supercontig_1.4	674532	675113	+	582	53
CLUG_03527	Supercontig_1.4	676546	676914	-	369	459
CLUG_03528	Supercontig_1.4	677029	677673	-	645	69
CLUG_03529	Supercontig_1.4	677768	678796	-	1029	52
CLUG_03530	Supercontig_1.4	679456	680757	+	1302	304
CLUG_03531	Supercontig_1.4	680754	682430	-	1677	110
CLUG_03532	Supercontig_1.4	682582	683742	+	1161	243
CLUG_03533	Supercontig_1.4	683877	684416	-	540	39
CLUG_03534	Supercontig_1.4	684625	685077	-	453	523
CLUG_03535	Supercontig_1.4	686010	688487	+	2478	6962
CLUG_03536	Supercontig_1.4	686678	687142	-	465	16295
CLUG_03537	Supercontig_1.4	689357	693805	-	4449	723
CLUG_03538	Supercontig_1.4	694358	694741	-	384	83
CLUG_03539	Supercontig_1.4	696163	696612	-	450	9
CLUG_03540	Supercontig_1.4	697327	697707	-	381	31
CLUG_03541	Supercontig_1.4	698487	699704	-	1218	92
CLUG_03542	Supercontig_1.4	700203	700796	+	594	1107
CLUG_03543	Supercontig_1.4	700212	700928	-	717	119
CLUG_03544	Supercontig_1.4	701511	703502	-	1992	39
CLUG_03545	Supercontig_1.4	704204	706789	+	2586	21
CLUG_03546	Supercontig_1.4	707286	708059	-	774	23
CLUG_03547	Supercontig_1.4	711228	712883	+	1656	48
CLUG_03548	Supercontig_1.4	714192	715127	+	936	29
CLUG_03549	Supercontig_1.4	716001	717383	+	1383	134
CLUG_03550	Supercontig_1.4	717426	718964	-	1539	114
CLUG_03551	Supercontig_1.4	719321	720028	+	708	300
CLUG_03552	Supercontig_1.4	720080	721540	-	1461	1345
CLUG_03553	Supercontig_1.4	721996	723342	+	1347	18
CLUG_03554	Supercontig_1.4	723411	725006	-	1596	454
CLUG_03555	Supercontig_1.4	725857	727722	+	1866	149
CLUG_03556	Supercontig_1.4	729316	729819	-	504	1318
CLUG_03557	Supercontig_1.4	729352	729744	+	393	40
CLUG_03558	Supercontig_1.4	731523	732866	+	1344	226
CLUG_03559	Supercontig_1.4	733185	734603	+	1419	201
CLUG_03560	Supercontig_1.4	734643	735413	-	771	30
CLUG_03561	Supercontig_1.4	735750	737096	-	1347	356
CLUG_03562	Supercontig_1.4	737289	743405	-	6117	55
CLUG_03563	Supercontig_1.4	744630	748262	+	3633	50
CLUG_03564	Supercontig_1.4	748331	749398	-	1068	65
CLUG_03565	Supercontig_1.4	750951	757328	+	6378	155
CLUG_03566	Supercontig_1.4	759135	760172	+	1038	287
CLUG_03567	Supercontig_1.4	760510	761241	+	732	99
CLUG_03568	Supercontig_1.4	761372	762814	-	1443	208
CLUG_03569	Supercontig_1.4	763449	763832	+	384	8
CLUG_03570	Supercontig_1.4	763813	764319	+	507	166
CLUG_03571	Supercontig_1.4	764731	765690	-	960	11
CLUG_03572	Supercontig_1.4	765998	767656	-	1659	6
CLUG_03573	Supercontig_1.4	768642	769265	-	624	34
CLUG_03574	Supercontig_1.4	769832	771451	+	1620	14
CLUG_03575	Supercontig_1.4	771506	772108	+	603	13
CLUG_03576	Supercontig_1.4	772180	772707	+	528	360
CLUG_03577	Supercontig_1.4	772231	772698	-	468	30
CLUG_03578	Supercontig_1.4	772931	774292	-	1362	39
CLUG_03579	Supercontig_1.4	774549	775595	+	1047	13
CLUG_03580	Supercontig_1.4	775849	780426	+	4578	21
CLUG_03581	Supercontig_1.4	780419	781300	-	882	14
CLUG_03582	Supercontig_1.4	781394	782803	+	1410	21
CLUG_03583	Supercontig_1.4	782819	785287	-	2469	45
CLUG_03584	Supercontig_1.4	785484	786035	-	552	741
CLUG_03585	Supercontig_1.4	786588	787253	-	666	147
CLUG_03586	Supercontig_1.4	787916	788569	-	654	46
CLUG_03587	Supercontig_1.4	788900	789616	-	717	452
CLUG_03588	Supercontig_1.4	790466	791863	+	1398	2608
CLUG_03589	Supercontig_1.4	791926	793791	-	1866	15851
CLUG_03590	Supercontig_1.4	794162	795079	-	918	6180
CLUG_03591	Supercontig_1.4	795204	796175	-	972	178
CLUG_03592	Supercontig_1.4	796610	797581	-	972	181
CLUG_03593	Supercontig_1.4	798437	799528	-	1092	2
CLUG_03594	Supercontig_1.4	800246	802660	-	2415	65
CLUG_03595	Supercontig_1.4	801057	801713	+	657	227
CLUG_03596	Supercontig_1.4	803392	803982	+	591	1088
CLUG_03597	Supercontig_1.4	804202	804738	+	537	95
CLUG_03598	Supercontig_1.4	805044	805847	+	804	92
CLUG_03599	Supercontig_1.4	806042	806845	+	804	818
CLUG_03600	Supercontig_1.4	806078	806761	-	684	291
CLUG_03601	Supercontig_1.4	807394	807870	-	477	104
CLUG_03602	Supercontig_1.4	808050	809024	-	975	700
CLUG_03603	Supercontig_1.4	808194	809072	+	879	7714
CLUG_03604	Supercontig_1.4	809530	812010	-	2481	657
CLUG_03605	Supercontig_1.4	812219	813439	-	1221	23
CLUG_03606	Supercontig_1.4	815204	816334	+	1131	78
CLUG_03607	Supercontig_1.4	817242	820265	-	3024	198
CLUG_03608	Supercontig_1.4	820506	824291	-	3786	113
CLUG_03609	Supercontig_1.4	824638	826083	+	1446	114
CLUG_03610	Supercontig_1.4	826607	828817	-	2211	84
CLUG_03611	Supercontig_1.4	829152	829682	-	531	32
CLUG_03612	Supercontig_1.4	830523	832724	+	2202	852
CLUG_03613	Supercontig_1.4	832872	833381	-	510	45
CLUG_03614	Supercontig_1.4	833494	834336	-	843	79
CLUG_03615	Supercontig_1.4	834912	835334	+	423	166
CLUG_03616	Supercontig_1.4	835853	837658	-	1806	129
CLUG_03617	Supercontig_1.4	838575	839063	-	489	15
CLUG_03618	Supercontig_1.4	839231	840142	+	912	26
CLUG_03619	Supercontig_1.4	840250	840714	+	465	2
CLUG_03620	Supercontig_1.4	841015	841590	+	576	38
CLUG_03621	Supercontig_1.4	841624	842133	-	510	34
CLUG_03622	Supercontig_1.4	842435	842953	-	519	17
CLUG_03623	Supercontig_1.4	844386	844943	-	558	61
CLUG_03624	Supercontig_1.4	845226	846998	-	1773	106
CLUG_03625	Supercontig_1.4	847489	849354	+	1866	319
CLUG_03626	Supercontig_1.4	849625	853149	+	3525	437
CLUG_03627	Supercontig_1.4	853307	853732	-	426	68
CLUG_03628	Supercontig_1.4	854144	854668	+	525	67
CLUG_03629	Supercontig_1.4	854820	857396	-	2577	265
CLUG_03630	Supercontig_1.4	857419	858528	-	1110	23
CLUG_03631	Supercontig_1.4	858724	859590	+	867	45
CLUG_03632	Supercontig_1.4	859777	860727	-	951	12
CLUG_03633	Supercontig_1.4	861284	861505	+	222	766
CLUG_03634	Supercontig_1.4	861521	863701	-	2181	16191
CLUG_03635	Supercontig_1.4	863838	864692	-	855	86
CLUG_03636	Supercontig_1.4	864837	865829	-	993	126
CLUG_03637	Supercontig_1.4	866026	867726	-	1701	244
CLUG_03638	Supercontig_1.4	868803	871367	+	2565	139
CLUG_03639	Supercontig_1.4	871597	872034	+	438	27
CLUG_03640	Supercontig_1.4	872251	873444	-	1194	32
CLUG_03641	Supercontig_1.4	874059	874670	+	612	27
CLUG_03642	Supercontig_1.4	874774	875871	-	1098	63
CLUG_03643	Supercontig_1.4	876140	877927	-	1788	207
CLUG_03644	Supercontig_1.4	878283	880154	-	1872	578
CLUG_03645	Supercontig_1.4	880693	881112	+	420	93
CLUG_03646	Supercontig_1.4	881137	884661	-	3525	396
CLUG_03647	Supercontig_1.4	884939	885751	+	813	329
CLUG_03648	Supercontig_1.4	885837	886448	-	612	313
CLUG_03649	Supercontig_1.4	886450	887076	-	627	13
CLUG_03650	Supercontig_1.4	887335	888600	+	1266	80
CLUG_03651	Supercontig_1.4	888611	889231	-	621	143
CLUG_03652	Supercontig_1.4	889699	889914	-	216	61
CLUG_03653	Supercontig_1.4	890315	892405	-	2091	220
CLUG_03654	Supercontig_1.4	893481	896252	-	2772	319
CLUG_03655	Supercontig_1.4	896566	896907	+	342	5
CLUG_03656	Supercontig_1.4	897169	898035	-	867	38
CLUG_03657	Supercontig_1.4	899093	900859	-	1767	46
CLUG_03658	Supercontig_1.4	900937	903903	-	2967	8
CLUG_03659	Supercontig_1.4	904904	906094	-	1191	4
CLUG_03660	Supercontig_1.4	906299	913189	-	6891	178
CLUG_03661	Supercontig_1.4	915272	916930	+	1659	3
CLUG_03662	Supercontig_1.4	917187	917816	+	630	38
CLUG_03663	Supercontig_1.4	918002	919183	-	1182	37
CLUG_03664	Supercontig_1.4	920318	921334	+	1017	556
CLUG_03665	Supercontig_1.4	922164	923360	+	1197	51
CLUG_03666	Supercontig_1.4	923920	924828	-	909	23
CLUG_03667	Supercontig_1.4	925368	928181	+	2814	58
CLUG_03668	Supercontig_1.4	928289	929188	+	900	71
CLUG_03669	Supercontig_1.4	929336	930730	-	1395	92
CLUG_03670	Supercontig_1.4	930898	931536	-	639	205
CLUG_03671	Supercontig_1.4	931952	932800	-	849	26
CLUG_03672	Supercontig_1.4	933228	935801	-	2574	41
CLUG_03673	Supercontig_1.4	936002	937861	-	1860	1560
CLUG_03674	Supercontig_1.4	939537	940676	+	1140	20
CLUG_03675	Supercontig_1.4	940740	942497	+	1758	260
CLUG_03676	Supercontig_1.4	943198	944307	+	1110	10
CLUG_03677	Supercontig_1.4	944705	945208	+	504	8
CLUG_03678	Supercontig_1.4	945291	946070	-	780	45
CLUG_03679	Supercontig_1.4	946521	947426	+	906	13
CLUG_03680	Supercontig_1.4	947511	949283	-	1773	277
CLUG_03681	Supercontig_1.4	949958	950956	+	999	33
CLUG_03682	Supercontig_1.4	951596	952381	+	786	115
CLUG_03683	Supercontig_1.4	952838	953584	+	747	1027
CLUG_03684	Supercontig_1.4	953610	954611	-	1002	1005
CLUG_03685	Supercontig_1.4	955552	958260	+	2709	161
CLUG_03686	Supercontig_1.4	958281	959213	-	933	159
CLUG_03687	Supercontig_1.4	959598	960155	+	558	62
CLUG_03688	Supercontig_1.4	962734	964110	+	1377	57
CLUG_03689	Supercontig_1.4	964932	966611	+	1680	40
CLUG_03690	Supercontig_1.4	966732	967505	-	774	5
CLUG_03691	Supercontig_1.4	968020	970056	+	2037	15
CLUG_03692	Supercontig_1.4	970124	971566	-	1443	18
CLUG_03693	Supercontig_1.4	971800	973233	+	1434	12
CLUG_03694	Supercontig_1.4	973565	975520	+	1956	65
CLUG_03695	Supercontig_1.4	975624	976874	-	1251	3202
CLUG_03696	Supercontig_1.4	977592	978449	+	858	820
CLUG_03697	Supercontig_1.4	978553	980100	-	1548	2011
CLUG_03698	Supercontig_1.4	980691	983969	+	3279	400
CLUG_03699	Supercontig_1.4	984005	984739	-	735	412
CLUG_03700	Supercontig_1.4	985002	986573	-	1572	1199
CLUG_03701	Supercontig_1.4	988046	988723	+	678	78
CLUG_03702	Supercontig_1.4	988787	989821	-	1035	499
CLUG_03703	Supercontig_1.4	992799	993413	+	615	522
CLUG_03704	Supercontig_1.4	993943	995712	+	1770	354
CLUG_03705	Supercontig_1.4	995997	997973	+	1977	143
CLUG_03706	Supercontig_1.4	998062	998586	-	525	90
CLUG_03707	Supercontig_1.4	998996	999535	+	540	65
CLUG_03708	Supercontig_1.4	999876	1001738	+	1863	143
CLUG_03709	Supercontig_1.4	1001845	1003284	+	1440	345
CLUG_03710	Supercontig_1.4	1003290	1005968	-	2679	76
CLUG_03711	Supercontig_1.4	1007060	1008010	+	951	171
CLUG_03712	Supercontig_1.4	1008113	1009396	-	1284	175
CLUG_03713	Supercontig_1.4	1009634	1011028	+	1395	23
CLUG_03714	Supercontig_1.4	1011147	1012004	-	858	51
CLUG_03715	Supercontig_1.4	1013144	1015096	+	1953	48
CLUG_03716	Supercontig_1.4	1015136	1015876	-	741	24
CLUG_03717	Supercontig_1.4	1016016	1017107	-	1092	31
CLUG_03718	Supercontig_1.4	1017283	1018578	+	1296	284
CLUG_03719	Supercontig_1.4	1019188	1021254	+	2067	404
CLUG_03720	Supercontig_1.4	1021351	1024239	-	2889	190
CLUG_03721	Supercontig_1.4	1024969	1027137	+	2169	143
CLUG_03722	Supercontig_1.4	1027837	1028874	-	1038	10
CLUG_03723	Supercontig_1.4	1029492	1031021	+	1530	24
CLUG_03724	Supercontig_1.4	1031280	1033244	+	1965	327
CLUG_03725	Supercontig_1.4	1033261	1034319	-	1059	209
CLUG_03726	Supercontig_1.4	1034503	1035546	-	1044	14
CLUG_03727	Supercontig_1.4	1036644	1037423	+	780	202
CLUG_03728	Supercontig_1.4	1038151	1042752	-	4602	40
CLUG_03729	Supercontig_1.4	1044205	1045947	+	1743	58
CLUG_03730	Supercontig_1.4	1046393	1047418	+	1026	144
CLUG_03731	Supercontig_1.4	1047562	1048092	-	531	101
CLUG_03732	Supercontig_1.4	1048423	1048776	+	354	22
CLUG_03733	Supercontig_1.4	1049468	1051798	-	2331	91
CLUG_03734	Supercontig_1.4	1051854	1052306	+	453	109
CLUG_03735	Supercontig_1.4	1053716	1054486	-	771	77
CLUG_03736	Supercontig_1.4	1054819	1055742	-	924	124
CLUG_03737	Supercontig_1.4	1056004	1057635	-	1632	54
CLUG_03738	Supercontig_1.4	1058974	1060197	-	1224	62
CLUG_03739	Supercontig_1.4	1060535	1061881	-	1347	10
CLUG_03740	Supercontig_1.4	1062925	1064004	+	1080	50
CLUG_03741	Supercontig_1.4	1064371	1066353	+	1983	65
CLUG_03742	Supercontig_1.4	1066630	1070286	+	3657	87
CLUG_03743	Supercontig_1.4	1071044	1071607	+	564	43
CLUG_03744	Supercontig_1.4	1072745	1073578	+	834	295
CLUG_03745	Supercontig_1.4	1073810	1075792	+	1983	2449
CLUG_03746	Supercontig_1.4	1076068	1077444	+	1377	598
CLUG_03747	Supercontig_1.4	1077605	1079998	-	2394	303
CLUG_03748	Supercontig_1.4;Supercontig_1.4	1080585;1081163	1081025;1081171	-;-	450	199
CLUG_03749	Supercontig_1.4	1081784	1082911	-	1128	96
CLUG_03750	Supercontig_1.4	1083657	1084673	-	1017	2708
CLUG_03751	Supercontig_1.4	1083663	1084628	+	966	765
CLUG_03752	Supercontig_1.4	1084983	1085693	+	711	293
CLUG_03753	Supercontig_1.4	1086171	1087592	-	1422	256
CLUG_03754	Supercontig_1.4	1087920	1089527	-	1608	177
CLUG_03755	Supercontig_1.4	1090556	1092499	+	1944	283
CLUG_03756	Supercontig_1.4	1092681	1093400	+	720	895
CLUG_03757	Supercontig_1.4	1093489	1095198	-	1710	2290
CLUG_03758	Supercontig_1.4	1095336	1095914	-	579	428
CLUG_03759	Supercontig_1.4	1096365	1098980	-	2616	2344
CLUG_03760	Supercontig_1.4	1100350	1102716	+	2367	1215
CLUG_03761	Supercontig_1.4	1103070	1104089	+	1020	80
CLUG_03762	Supercontig_1.4	1104869	1107688	+	2820	61
CLUG_03763	Supercontig_1.4	1107985	1108749	+	765	660
CLUG_03764	Supercontig_1.4	1109136	1111940	+	2805	376
CLUG_03765	Supercontig_1.4	1112000	1113271	-	1272	112
CLUG_03766	Supercontig_1.4	1113997	1114983	+	987	2658
CLUG_03767	Supercontig_1.4	1115647	1116147	+	501	21
CLUG_03768	Supercontig_1.4	1116679	1119588	+	2910	53
CLUG_03769	Supercontig_1.4	1119616	1120281	-	666	207
CLUG_03770	Supercontig_1.4	1120512	1121399	+	888	71
CLUG_03771	Supercontig_1.4	1121439	1122368	-	930	109
CLUG_03772	Supercontig_1.4	1122818	1125007	-	2190	139
CLUG_03773	Supercontig_1.4	1125732	1126844	-	1113	97
CLUG_03774	Supercontig_1.4	1127043	1127789	-	747	88
CLUG_03775	Supercontig_1.4	1128461	1131391	+	2931	673
CLUG_03776	Supercontig_1.4	1131530	1132708	+	1179	369
CLUG_03777	Supercontig_1.4	1132725	1133591	-	867	94
CLUG_03778	Supercontig_1.4	1133740	1134759	-	1020	4423
CLUG_03779	Supercontig_1.4	1135193	1135648	-	456	345
CLUG_03780	Supercontig_1.4	1135819	1136367	+	549	166
CLUG_03781	Supercontig_1.4	1136455	1138668	-	2214	278
CLUG_03782	Supercontig_1.4	1138969	1139403	+	435	166
CLUG_03783	Supercontig_1.4	1140112	1141416	+	1305	2327
CLUG_03784	Supercontig_1.4	1141646	1142404	-	759	1161
CLUG_03785	Supercontig_1.4	1142668	1143099	-	432	164
CLUG_03786	Supercontig_1.4	1144043	1146514	+	2472	273
CLUG_03787	Supercontig_1.4	1147703	1148899	-	1197	70
CLUG_03788	Supercontig_1.4	1150056	1150802	+	747	12
CLUG_03789	Supercontig_1.4	1151212	1153062	-	1851	31
CLUG_03790	Supercontig_1.4	1153557	1154762	-	1206	20
CLUG_03791	Supercontig_1.4	1154915	1163545	-	8631	36
CLUG_03792	Supercontig_1.4	1164520	1165614	+	1095	48
CLUG_03793	Supercontig_1.4	1166146	1166841	+	696	9
CLUG_03794	Supercontig_1.4	1167096	1169084	+	1989	13
CLUG_03795	Supercontig_1.4	1169628	1170404	+	777	4
CLUG_03796	Supercontig_1.4	1170540	1171517	-	978	18
CLUG_03797	Supercontig_1.4	1171916	1173022	-	1107	50
CLUG_03798	Supercontig_1.4	1174237	1175946	+	1710	428
CLUG_03799	Supercontig_1.4	1175919	1176938	+	1020	114
CLUG_03800	Supercontig_1.4	1177066	1177812	+	747	102
CLUG_03801	Supercontig_1.4	1177849	1178820	-	972	68
CLUG_03802	Supercontig_1.4	1178970	1180109	-	1140	434
CLUG_03803	Supercontig_1.4	1180349	1181755	-	1407	351
CLUG_03804	Supercontig_1.4	1182395	1184116	-	1722	904
CLUG_03805	Supercontig_1.4	1184811	1186091	+	1281	200
CLUG_03806	Supercontig_1.4	1186224	1186769	-	546	31
CLUG_03807	Supercontig_1.4	1187374	1188060	+	687	149
CLUG_03808	Supercontig_1.4	1188206	1188661	+	456	126
CLUG_03809	Supercontig_1.4	1188796	1190145	-	1350	1109
CLUG_03810	Supercontig_1.4	1191153	1191647	-	495	7937
CLUG_03811	Supercontig_1.4	1192931	1195750	+	2820	70
CLUG_03812	Supercontig_1.4	1197099	1199219	-	2121	146
CLUG_03813	Supercontig_1.4	1200448	1202136	-	1689	1798
CLUG_03814	Supercontig_1.4	1203176	1203955	+	780	187
CLUG_03815	Supercontig_1.4	1204158	1206374	-	2217	99
CLUG_03816	Supercontig_1.4	1208928	1210640	+	1713	292
CLUG_03817	Supercontig_1.4	1212120	1212947	+	828	3189
CLUG_03818	Supercontig_1.4	1213039	1213461	-	423	125
CLUG_03819	Supercontig_1.4	1213864	1214958	-	1095	3717
CLUG_03820	Supercontig_1.4	1216130	1217686	+	1557	914
CLUG_03821	Supercontig_1.4	1217693	1219372	-	1680	182
CLUG_03822	Supercontig_1.4	1219653	1220930	-	1278	78
CLUG_03823	Supercontig_1.4	1222106	1222663	+	558	765
CLUG_03824	Supercontig_1.4	1222755	1224011	-	1257	559
CLUG_03825	Supercontig_1.4	1224093	1225262	-	1170	468
CLUG_03826	Supercontig_1.4	1225540	1226754	-	1215	18222
CLUG_03827	Supercontig_1.4	1226832	1227707	+	876	37
CLUG_03828	Supercontig_1.4	1228156	1229817	+	1662	56
CLUG_03829	Supercontig_1.4	1230017	1231492	+	1476	25
CLUG_03830	Supercontig_1.4;Supercontig_1.4	1231595;1232037	1231718;1232437	+;+	525	201
CLUG_03831	Supercontig_1.4	1232584	1233288	+	705	84
