Geneid	Chr	Start	End	Strand	Length	L10.rep1	L10.rep2	L17.rep1	L17.rep2	U04.rep1	U04.rep2	U05.rep1	U05.rep2	U07.rep1	U07.rep2
CLUG_03166	Supercontig_1.3	1800941	1802536	+	1596	1729	247	743	462	1184	988	965	1242	1431	1168
CLUG_03167	Supercontig_1.3	1802852	1803118	-	267	520	61	190	137	352	354	269	423	428	361
CLUG_03168	Supercontig_1.3	1803691	1807731	+	4041	10215	1655	6233	4523	14516	18640	8685	10154	11434	10785
CLUG_03169	Supercontig_1.3	1808263	1809090	-	828	8029	979	6483	3717	16906	19261	5313	7053	11826	11881
CLUG_03170	Supercontig_1.3	1808278	1809006	+	729	7808	963	6268	3625	16529	18682	5239	6874	11573	11588
CLUG_03171	Supercontig_1.3	1811080	1811403	-	324	1319	152	1110	979	1686	1628	865	1067	1243	1347
CLUG_03172	Supercontig_1.3	1812308	1816162	+	3855	6211	713	2943	3731	3639	3741	3500	4941	4059	3468
CLUG_03173	Supercontig_1.3	1816211	1818562	-	2352	2233	269	725	485	1592	1324	915	1410	1812	1146
CLUG_03174	Supercontig_1.3	1819412	1821334	+	1923	1928	317	1263	938	1358	1048	1259	1560	1407	1185
CLUG_03175	Supercontig_1.3	1821592	1824066	-	2475	9334	1454	5533	6703	4747	3248	6616	7467	5387	5122
CLUG_03176	Supercontig_1.3	1825747	1827099	-	1353	3846	478	2164	2024	2588	1995	2424	3387	2522	2627
CLUG_03177	Supercontig_1.3	1827985	1828839	-	855	771	116	820	312	322	462	639	673	614	1103
CLUG_03178	Supercontig_1.3	1829954	1830958	-	1005	1103	156	573	435	1116	1022	470	641	871	819
CLUG_03179	Supercontig_1.3	1832432	1834174	+	1743	26089	4172	16472	18039	9279	7834	16062	19339	8789	10638
CLUG_03180	Supercontig_1.3	1835363	1838611	+	3249	6248	884	2993	2966	3572	3127	3375	3779	3549	3371
CLUG_03181	Supercontig_1.3	1838700	1839827	-	1128	1191	134	549	273	1114	1309	458	771	1091	908
CLUG_03182	Supercontig_1.3	1840099	1842066	-	1968	951	110	350	171	734	1070	326	541	713	661
CLUG_03183	Supercontig_1.3	1842237	1843046	-	810	438	58	228	116	125	123	369	563	138	199
CLUG_03184	Supercontig_1.3	1843422	1844099	-	678	202	6	15	30	3	0	55	300	5	59
CLUG_03185	Supercontig_1.3	1844943	1846637	-	1695	1981	654	1935	1082	1375	1251	3039	1833	1505	1368
CLUG_03186	Supercontig_1.3	1846796	1847800	-	1005	720	100	495	422	572	554	564	636	688	530
CLUG_03187	Supercontig_1.3	1848032	1849930	-	1899	1135	178	598	562	842	732	845	1059	985	752
CLUG_03188	Supercontig_1.3	1850301	1851467	-	1167	5030	696	2963	2200	3962	2913	3495	4075	3699	3267
CLUG_03189	Supercontig_1.3	1851864	1853066	-	1203	1211	155	1077	919	1288	1185	890	1056	1047	1212
CLUG_03190	Supercontig_1.3	1853377	1854522	-	1146	695	99	417	232	717	603	332	514	673	619
CLUG_03191	Supercontig_1.3	1854578	1855501	-	924	164	30	137	105	268	243	132	125	171	179
CLUG_03192	Supercontig_1.3	1855938	1857449	+	1512	2965	306	1281	374	1549	1431	1492	2580	1524	1580
CLUG_03193	Supercontig_1.3	1858064	1859809	+	1746	3471	409	2347	2071	3989	3941	2385	3465	3959	3610
CLUG_03194	Supercontig_1.3	1863733	1864245	-	513	19	4	24	17	25	9	11	23	11	28
CLUG_03195	Supercontig_1.3	1872847	1873305	-	459	0	0	1	0	1	1	1	2	1	1
CLUG_03196	Supercontig_1.3	1872993	1873502	+	510	7	0	16	11	12	6	8	16	6	16
CLUG_03197	Supercontig_1.4	399	1046	-	648	219	60	156	72	489	326	686	332	386	475
CLUG_03198	Supercontig_1.4	4967	6052	+	1086	1009	179	782	232	350	326	59	57	33	47
CLUG_03199	Supercontig_1.4	7141	8229	+	1089	19426	2991	12329	5298	7942	6333	1112	1128	216	316
CLUG_03200	Supercontig_1.4	8990	9475	-	486	2160	256	1697	1235	2110	2098	1036	1416	1558	1880
CLUG_03201	Supercontig_1.4	10811	11356	-	546	777	133	472	303	862	544	1799	917	934	1195
CLUG_03202	Supercontig_1.4	13044	14609	+	1566	2997	434	2201	2640	2167	1885	2562	3018	3014	2693
CLUG_03203	Supercontig_1.4	15877	17157	-	1281	14632	1408	11102	9106	8921	13867	10898	13450	9410	9437
CLUG_03204	Supercontig_1.4	17284	17871	-	588	2226	236	1200	1148	1348	1666	1577	2127	1300	1042
CLUG_03205	Supercontig_1.4	19641	21125	-	1485	1312	139	369	236	1332	1158	354	694	1490	1092
CLUG_03206	Supercontig_1.4	22563	23024	+	462	8	0	2	4	4	1	0	2	2	5
CLUG_03207	Supercontig_1.4	24380	25657	-	1278	1416	168	1096	1183	1061	1330	1029	1278	1085	1175
CLUG_03208	Supercontig_1.4	26061	26762	+	702	494	48	297	226	392	424	307	388	380	401
CLUG_03209	Supercontig_1.4	27226	28812	-	1587	3186	360	1951	2205	2534	2449	1873	2476	2296	2601
CLUG_03210	Supercontig_1.4	29594	30028	+	435	825	97	588	420	616	644	420	564	588	697
CLUG_03211	Supercontig_1.4	30039	32408	-	2370	1954	221	1114	766	1272	1356	862	1394	1402	1638
CLUG_03212	Supercontig_1.4	30766	31533	+	768	371	44	179	132	255	260	160	278	291	297
CLUG_03213	Supercontig_1.4	34525	35226	-	702	6	1	5	9	2	8	8	4	3	5
CLUG_03214	Supercontig_1.4	35800	36348	+	549	444	71	425	256	500	312	336	363	383	352
CLUG_03215	Supercontig_1.4	35830	36876	-	1047	748	140	633	436	850	530	619	646	645	542
CLUG_03216	Supercontig_1.4	41206	41940	+	735	0	0	0	0	0	0	0	0	0	0
CLUG_03217	Supercontig_1.4	43868	44836	+	969	1290	184	840	540	1166	1242	720	1049	1177	1222
CLUG_03218	Supercontig_1.4	45012	45509	+	498	5	0	3	1	2	2	1	1	1	12
CLUG_03219	Supercontig_1.4	45595	46761	-	1167	616	96	382	228	622	408	391	349	466	544
CLUG_03220	Supercontig_1.4	47143	49101	-	1959	1416	172	798	527	1337	1459	579	918	1201	1420
CLUG_03221	Supercontig_1.4	49933	51441	-	1509	1702	285	1108	890	2360	2699	982	1609	2165	2186
CLUG_03222	Supercontig_1.4	52256	54850	+	2595	757	73	338	252	604	584	233	411	583	619
CLUG_03223	Supercontig_1.4	55301	57301	-	2001	2522	328	1652	1181	2013	1880	1446	1703	1949	1750
CLUG_03224	Supercontig_1.4	59016	59318	+	303	2104	307	1958	2155	2631	2068	1730	1894	2277	2002
CLUG_03225	Supercontig_1.4	60779	61162	-	384	517	69	548	418	419	506	300	399	361	506
CLUG_03226	Supercontig_1.4	62128	64041	-	1914	1247	141	878	755	1151	1236	768	1096	1160	1378
CLUG_03227	Supercontig_1.4	65308	66633	+	1326	307	49	211	141	410	490	262	266	621	914
CLUG_03228	Supercontig_1.4	67348	68712	+	1365	61	3	17	18	122	295	21	71	263	746
CLUG_03229	Supercontig_1.4	69367	70752	+	1386	9	2	6	5	4	5	10	16	21	22
CLUG_03230	Supercontig_1.4	71864	72745	-	882	586	85	349	233	1084	1401	286	416	644	648
CLUG_03231	Supercontig_1.4	71867	72583	+	717	504	71	308	200	898	1286	231	325	548	597
CLUG_03232	Supercontig_1.4	72810	73310	+	501	10	4	32	15	28	31	17	19	15	29
CLUG_03233	Supercontig_1.4	74477	76696	+	2220	1177	153	715	536	894	809	608	838	890	759
CLUG_03234	Supercontig_1.4	77068	79032	-	1965	24708	3993	86902	82677	59244	58386	52181	51787	32729	24669
CLUG_03235	Supercontig_1.4	81065	81577	+	513	8911	1370	7043	4146	9821	7460	8627	8876	8551	7282
CLUG_03236	Supercontig_1.4	83308	83949	+	642	5254	710	3714	3288	3058	2307	2904	3541	2871	3240
CLUG_03237	Supercontig_1.4	83350	83574	-	225	3993	573	2802	2585	2416	1678	2522	2916	2387	2463
CLUG_03238	Supercontig_1.4	85288	86337	+	1050	45	9	163	29	1133	862	74	110	257	232
CLUG_03239	Supercontig_1.4	85576	86121	-	546	30	7	113	23	737	532	57	66	168	141
CLUG_03240	Supercontig_1.4	88615	89769	-	1155	67510	8596	49192	39655	50578	46055	42318	51659	49345	50454
CLUG_03241	Supercontig_1.4	88657	89739	+	1083	67386	8616	48649	39533	51092	45637	42541	51493	49433	50032
CLUG_03242	Supercontig_1.4	90500	92389	-	1890	231	16	63	97	55	220	83	130	89	164
CLUG_03243	Supercontig_1.4	93964	96693	+	2730	13	4	30	8	11	20	16	11	7	16
CLUG_03244	Supercontig_1.4	97143	99782	-	2640	2267	272	1165	812	1662	1659	1105	1558	1783	1769
CLUG_03245	Supercontig_1.4	100392	101723	+	1332	331	57	189	111	260	260	185	246	258	300
CLUG_03246	Supercontig_1.4	103108	104751	-	1644	5401	775	2758	3580	6095	5786	3350	4151	5438	5344
CLUG_03247	Supercontig_1.4	108429	108905	-	477	2422	432	989	616	567	390	996	1114	836	1040
CLUG_03248	Supercontig_1.4	108907	109395	-	489	2033	340	967	522	465	398	793	923	657	1025
CLUG_03249	Supercontig_1.4	111895	114366	+	2472	2172	236	598	621	910	936	655	1015	1017	937
CLUG_03250	Supercontig_1.4	115149	116447	-	1299	2982	511	1305	1047	976	618	1667	1659	1299	1156
CLUG_03251	Supercontig_1.4	118340	120013	+	1674	90	1	13	64	20	153	11	52	67	127
CLUG_03252	Supercontig_1.4	121683	125906	+	4224	10710	1433	5819	3740	9311	9702	5803	7858	9225	7613
CLUG_03253	Supercontig_1.4	126024	126479	-	456	779	96	547	402	1025	764	472	584	718	654
CLUG_03254	Supercontig_1.4	126663	127202	-	540	907	108	392	344	1062	868	444	660	767	630
CLUG_03255	Supercontig_1.4	127394	128221	-	828	2003	306	2010	1343	3339	2360	2104	1805	2005	1494
CLUG_03256	Supercontig_1.4	129217	130572	-	1356	1785	278	1424	913	1305	869	1292	1321	1208	1064
CLUG_03257	Supercontig_1.4	131427	133910	-	2484	3538	443	1731	1528	3411	3182	1881	2580	3008	2618
CLUG_03258	Supercontig_1.4	134369	136687	+	2319	5986	808	4024	3895	5797	5229	4489	5483	5989	5240
CLUG_03259	Supercontig_1.4	136740	137171	+	432	808	109	566	377	542	533	438	492	589	561
CLUG_03260	Supercontig_1.4	137179	137796	-	618	669	73	394	253	447	376	356	435	583	451
CLUG_03261	Supercontig_1.4	138115	139560	-	1446	1111	155	920	626	1556	1643	679	844	1217	1101
CLUG_03262	Supercontig_1.4	139647	140507	-	861	1509	182	931	612	1202	1108	770	925	1045	1003
CLUG_03263	Supercontig_1.4	145189	147897	+	2709	3740	522	2022	1828	1983	1578	2083	2444	2194	1999
CLUG_03264	Supercontig_1.4	147978	149342	+	1365	1523	280	1148	810	1651	1670	950	1380	1607	1528
CLUG_03265	Supercontig_1.4	149950	151074	-	1125	956	107	345	172	836	695	514	689	738	703
CLUG_03266	Supercontig_1.4	152288	153259	-	972	1897	245	896	675	1527	1270	956	1379	1726	1462
CLUG_03267	Supercontig_1.4	153682	154428	+	747	1727	185	1139	1861	1855	1720	1027	1335	1617	1697
CLUG_03268	Supercontig_1.4	154695	157316	+	2622	2348	303	1126	892	2037	1710	1198	1631	2203	1579
CLUG_03269	Supercontig_1.4	157398	157892	+	495	6	2	2	4	5	3	0	8	5	3
CLUG_03270	Supercontig_1.4	158851	160026	+	1176	2121	212	714	830	738	867	830	1413	1048	1479
CLUG_03271	Supercontig_1.4	160513	162660	+	2148	4905	684	3699	3134	4506	3963	3462	4287	4360	4265
CLUG_03272	Supercontig_1.4	163033	164436	-	1404	868	137	648	458	685	621	605	652	695	678
CLUG_03273	Supercontig_1.4	164335	165225	+	891	60	12	28	30	52	57	49	50	64	64
CLUG_03274	Supercontig_1.4	166177	174534	+	8358	24044	5141	14367	10506	11323	9967	34255	28898	22661	18091
CLUG_03275	Supercontig_1.4	175063	175851	+	789	560	75	354	212	493	524	275	416	398	490
CLUG_03276	Supercontig_1.4	178392	179771	+	1380	59	7	47	21	51	97	33	36	27	103
CLUG_03277	Supercontig_1.4	178541	179914	+	1374	7	2	4	8	11	6	2	4	10	7
CLUG_03278	Supercontig_1.4	180705	183785	-	3081	3909	545	2746	1659	4167	5791	2552	3180	3399	5061
CLUG_03279	Supercontig_1.4	184604	185410	+	807	136	32	141	130	290	196	146	121	148	138
CLUG_03280	Supercontig_1.4	185565	186356	+	792	2329	296	1719	1049	2484	2298	1157	1420	1790	1750
CLUG_03281	Supercontig_1.4	185799	186485	-	687	2376	303	1787	1064	2538	2365	1168	1474	1866	1811
CLUG_03282	Supercontig_1.4	188711	193765	+	5055	1797	273	1242	906	1167	1396	1097	1334	1449	1754
CLUG_03283	Supercontig_1.4	195136	196473	+	1338	355	35	154	89	175	188	106	198	189	256
CLUG_03284	Supercontig_1.4	195268	195825	-	558	200	18	87	46	86	113	64	116	112	164
CLUG_03285	Supercontig_1.4	195836	196321	+	486	0	0	0	0	0	0	0	0	0	0
CLUG_03286	Supercontig_1.4	197671	198549	+	879	1140	96	343	158	777	847	334	739	760	721
CLUG_03287	Supercontig_1.4	197812	198423	-	612	1243	109	363	184	854	942	365	812	824	768
CLUG_03288	Supercontig_1.4	198350	198985	+	636	1302	137	444	250	904	884	424	903	1002	745
CLUG_03289	Supercontig_1.4	200335	202767	+	2433	1002	121	426	210	870	1149	411	722	947	1161
CLUG_03290	Supercontig_1.4	202968	203420	-	453	327	34	158	95	255	340	166	227	355	353
CLUG_03291	Supercontig_1.4	204184	205626	-	1443	3741	465	2141	2029	3129	2809	2854	3685	3555	3923
CLUG_03292	Supercontig_1.4	207815	209260	+	1446	847	126	561	328	705	662	473	625	624	611
CLUG_03293	Supercontig_1.4	209880	211427	-	1548	5599	846	4123	2712	7821	6716	7188	5549	6511	7075
CLUG_03294	Supercontig_1.4	214266	215537	+	1272	689	83	625	446	807	893	537	592	656	980
CLUG_03295	Supercontig_1.4	216160	217098	-	939	1598	196	493	272	549	571	289	361	222	289
CLUG_03296	Supercontig_1.4	218012	218623	-	612	2	0	6	2	3	2	0	4	1	4
CLUG_03297	Supercontig_1.4	218058	218660	-	603	143	12	85	45	91	87	63	75	89	103
CLUG_03298	Supercontig_1.4	218292	218753	+	462	802	101	585	286	650	644	506	537	643	635
CLUG_03299	Supercontig_1.4	220534	222324	+	1791	1282	140	585	422	968	1080	502	671	848	1064
CLUG_03300	Supercontig_1.4	222706	223371	+	666	2145	292	1772	1227	2236	2421	1113	1380	1631	2026
CLUG_03301	Supercontig_1.4	222928	223542	-	615	1930	252	1595	1093	1996	2220	1006	1234	1428	1898
CLUG_03302	Supercontig_1.4	225775	227706	+	1932	1196	168	589	338	825	750	640	835	811	745
CLUG_03303	Supercontig_1.4	231647	232354	-	708	715	33	133	82	207	418	86	200	67	125
CLUG_03304	Supercontig_1.4	234172	235890	-	1719	4375	526	2821	2057	3308	3490	2650	3409	2941	3223
CLUG_03305	Supercontig_1.4	237434	238156	+	723	4167	729	3498	1948	3810	2977	2507	2242	2842	2781
CLUG_03306	Supercontig_1.4	237452	238174	-	723	4084	721	3401	1913	3757	2864	2524	2176	2820	2672
CLUG_03307	Supercontig_1.4	239595	241067	-	1473	3778	484	1988	1624	2082	1884	2062	2591	2146	2224
CLUG_03308	Supercontig_1.4	243717	245369	+	1653	16	4	32	16	0	5	12	22	8	19
CLUG_03309	Supercontig_1.4	246094	246648	+	555	1623	236	1110	719	2386	2361	982	1511	2114	1849
CLUG_03310	Supercontig_1.4	246148	246606	-	459	1579	236	1072	699	2338	2297	970	1486	2041	1815
CLUG_03311	Supercontig_1.4	247050	247850	+	801	529	65	294	196	651	524	261	403	493	453
CLUG_03312	Supercontig_1.4	247936	250785	-	2850	10683	1324	6357	6152	9423	8673	6389	8902	8664	7943
CLUG_03313	Supercontig_1.4	251462	253744	-	2283	2155	260	1223	1182	1430	1505	1314	1758	1381	1345
CLUG_03314	Supercontig_1.4	255498	256460	+	963	4219	512	2599	2018	3823	3266	2560	3331	3323	3058
CLUG_03315	Supercontig_1.4	258252	260552	+	2301	1708	217	1062	790	1696	1959	1015	1450	1583	1812
CLUG_03316	Supercontig_1.4	261556	262002	-	447	471	56	270	255	1289	1369	264	430	784	622
CLUG_03317	Supercontig_1.4	261593	262144	+	552	401	45	231	221	1110	1171	221	361	675	541
CLUG_03318	Supercontig_1.4	263879	265120	+	1242	4604	607	2459	1506	3150	2254	3113	3962	2205	2517
CLUG_03319	Supercontig_1.4	266813	268177	+	1365	632	102	421	309	430	396	345	439	475	567
CLUG_03320	Supercontig_1.4	266816	267481	-	666	177	34	114	113	137	131	103	163	138	194
CLUG_03321	Supercontig_1.4	269029	269958	-	930	69	11	69	46	21	19	70	106	53	52
CLUG_03322	Supercontig_1.4	272160	273851	-	1692	803	523	3132	323	407	81	5823	2543	317	221
CLUG_03323	Supercontig_1.4	274097	276352	-	2256	231	173	905	84	90	29	2289	976	85	65
CLUG_03324	Supercontig_1.4	278702	279673	+	972	958	130	771	613	1294	1130	732	767	881	807
CLUG_03325	Supercontig_1.4	279969	280523	-	555	158	29	102	49	128	159	65	120	140	120
CLUG_03326	Supercontig_1.4	280562	283549	-	2988	475	90	221	132	375	428	223	359	383	342
CLUG_03327	Supercontig_1.4	284432	285058	-	627	587	78	312	245	443	368	284	388	415	371
CLUG_03328	Supercontig_1.4	284508	285077	+	570	628	88	332	242	495	391	331	421	455	359
CLUG_03329	Supercontig_1.4	285558	287879	+	2322	1082	197	1007	442	488	466	844	887	915	977
CLUG_03330	Supercontig_1.4	288080	288670	+	591	72	15	33	26	39	42	61	87	87	66
CLUG_03331	Supercontig_1.4	288617	289219	-	603	950	115	200	173	753	473	349	509	718	453
CLUG_03332	Supercontig_1.4	289319	291088	+	1770	7702	1004	2705	1892	6036	4868	2872	4729	6673	5467
CLUG_03333	Supercontig_1.4	292105	293172	-	1068	1087	141	599	501	629	554	569	761	709	685
CLUG_03334	Supercontig_1.4	294136	296016	+	1881	2609	366	2537	2318	2519	2244	2027	2199	2425	2455
CLUG_03335	Supercontig_1.4	296175	296975	-	801	411	66	445	406	457	421	381	379	436	360
CLUG_03336	Supercontig_1.4	297495	298931	-	1437	3559	536	1620	946	2154	1866	2149	2481	2259	1988
CLUG_03337	Supercontig_1.4	300080	300925	-	846	1287	179	935	591	999	1184	650	930	947	1301
CLUG_03338	Supercontig_1.4	302043	303230	+	1188	3219	389	1873	1338	2448	2323	1741	2374	2475	2407
CLUG_03339	Supercontig_1.4	304257	304694	-	438	13332	1819	10708	6584	28799	26274	9171	11220	19973	17761
CLUG_03340	Supercontig_1.4	306096	307127	-	1032	1510	209	894	394	698	661	1121	1416	1301	1427
CLUG_03341	Supercontig_1.4	307593	308849	-	1257	2190	299	1270	913	1849	1648	1185	1521	1633	1594
CLUG_03342	Supercontig_1.4	308964	310451	-	1488	657	93	351	322	718	587	323	408	598	459
CLUG_03343	Supercontig_1.4	310645	311526	-	882	13525	1519	9580	9135	10675	9745	8752	12008	13244	13508
CLUG_03344	Supercontig_1.4	312176	313228	+	1053	3765	319	3111	3347	1710	2745	2443	4339	2073	3805
CLUG_03345	Supercontig_1.4	314035	315639	+	1605	1975	261	1915	1100	1888	1944	1675	1992	1780	2206
CLUG_03346	Supercontig_1.4	314602	315420	-	819	1266	155	1326	686	1195	1394	981	1166	1142	1552
CLUG_03347	Supercontig_1.4	317628	318842	+	1215	949	129	388	300	551	555	296	440	506	560
CLUG_03348	Supercontig_1.4	320307	321221	+	915	337	37	360	179	280	484	191	236	282	581
CLUG_03349	Supercontig_1.4	323413	324273	+	861	296	30	172	77	323	325	123	154	228	203
CLUG_03350	Supercontig_1.4	324341	325573	-	1233	1126	175	677	422	1152	1180	730	1063	1279	1050
CLUG_03351	Supercontig_1.4	325881	327314	+	1434	982	179	648	398	855	932	665	1004	1036	980
CLUG_03352	Supercontig_1.4	327512	328342	-	831	453	79	293	200	441	354	284	325	340	302
CLUG_03353	Supercontig_1.4	329065	329541	+	477	537	77	324	218	562	466	303	378	439	448
CLUG_03354	Supercontig_1.4	329613	331838	-	2226	2978	431	1978	1797	2847	2570	1898	2434	2787	2445
CLUG_03355	Supercontig_1.4	331954	332946	-	993	573	96	261	363	420	325	380	554	532	423
CLUG_03356	Supercontig_1.4	333567	334127	-	561	17	0	5	5	12	4	10	15	12	11
CLUG_03357	Supercontig_1.4	334000	335337	-	1338	35	8	37	32	42	35	32	42	45	31
CLUG_03358	Supercontig_1.4	336824	337072	+	249	2565	348	2096	1304	3794	3477	1475	1881	2988	2944
CLUG_03359	Supercontig_1.4	337795	340173	-	2379	660	104	209	190	1286	1911	327	488	933	759
CLUG_03360	Supercontig_1.4	340242	341093	+	852	2494	297	1198	1129	2231	1991	1101	1721	1876	1603
CLUG_03361	Supercontig_1.4	341780	342766	+	987	83	16	65	43	160	95	71	78	106	51
CLUG_03362	Supercontig_1.4	342130	342729	-	600	9	2	26	17	25	29	30	23	18	12
CLUG_03363	Supercontig_1.4	342835	343920	-	1086	894	139	535	401	1524	1292	556	697	984	924
CLUG_03364	Supercontig_1.4	344616	348860	-	4245	3419	428	1380	1185	2464	2574	1776	2531	2831	2418
CLUG_03365	Supercontig_1.4	348962	349591	+	630	203	33	68	68	150	121	111	189	148	118
CLUG_03366	Supercontig_1.4	349772	350317	+	546	298	45	148	133	250	234	202	208	249	215
CLUG_03367	Supercontig_1.4	351161	352087	-	927	1379	160	1070	1278	1639	898	871	1226	2587	3771
CLUG_03368	Supercontig_1.4	352482	353846	+	1365	554	84	269	224	590	414	505	462	848	1088
CLUG_03369	Supercontig_1.4	354488	356392	+	1905	966	63	244	339	614	539	222	495	645	531
CLUG_03370	Supercontig_1.4	357987	360107	+	2121	3877	620	2293	1672	2662	2221	2374	2392	2371	2121
CLUG_03371	Supercontig_1.4	360352	362313	-	1962	10770	1524	8308	6027	12998	12984	8594	8836	10477	11198
CLUG_03372	Supercontig_1.4	363089	364903	+	1815	873	125	777	606	294	224	523	604	481	590
CLUG_03373	Supercontig_1.4	363134	364777	-	1644	829	123	727	574	284	207	505	573	450	559
CLUG_03374	Supercontig_1.4	366337	368160	-	1824	1453	177	809	597	1390	1320	718	985	1171	1180
CLUG_03375	Supercontig_1.4	368631	369353	+	723	1013	154	571	415	3025	3913	480	722	1569	1750
CLUG_03376	Supercontig_1.4	369984	371792	+	1809	2062	338	1354	1323	1644	1273	1590	1941	1691	1273
CLUG_03377	Supercontig_1.4	372916	374238	+	1323	6273	873	5027	3728	7006	6294	5017	5373	5704	6565
CLUG_03378	Supercontig_1.4	373455	374225	-	771	4286	600	3708	2581	4836	4348	3426	3674	4005	4716
CLUG_03379	Supercontig_1.4	374810	375400	-	591	574	66	335	240	564	551	263	350	478	478
CLUG_03380	Supercontig_1.4	375816	376220	+	405	303	42	155	116	238	203	184	191	226	200
CLUG_03381	Supercontig_1.4	376982	378079	+	1098	1356	189	791	641	2441	2511	903	1125	1661	1640
CLUG_03382	Supercontig_1.4	377003	377959	-	957	1128	160	717	556	2122	2242	740	950	1392	1418
CLUG_03383	Supercontig_1.4	379645	380820	-	1176	2327	156	520	619	1136	1260	474	911	1013	1119
CLUG_03384	Supercontig_1.4	380024	380869	+	846	1861	119	372	466	926	998	386	744	766	805
CLUG_03385	Supercontig_1.4	382501	383565	+	1065	554	69	293	210	321	387	258	362	341	421
CLUG_03386	Supercontig_1.4	384057	386402	+	2346	1795	264	1077	838	1792	2405	1364	1583	1822	2065
CLUG_03387	Supercontig_1.4	388220	388735	+	516	4978	703	3958	2866	6548	7736	3109	4157	4902	5678
CLUG_03388	Supercontig_1.4	389284	390183	-	900	6506	1102	4098	2769	3589	2559	2894	4846	5105	3643
CLUG_03389	Supercontig_1.4	391235	392464	+	1230	861	117	498	371	652	492	672	610	763	915
CLUG_03390	Supercontig_1.4	393199	394056	-	858	619	152	356	149	206	277	461	499	462	431
CLUG_03391	Supercontig_1.4	396402	399593	+	3192	9942	1505	7951	4209	5177	4943	8300	9965	6888	7287
CLUG_03392	Supercontig_1.4	400245	400898	+	654	4427	643	3329	2656	4621	3339	3351	3273	3629	3431
CLUG_03393	Supercontig_1.4	401936	402406	+	471	505	75	216	202	1172	1969	221	359	737	940
CLUG_03394	Supercontig_1.4	403290	405200	+	1911	1508	186	609	380	1068	879	592	904	1062	820
CLUG_03395	Supercontig_1.4	405240	406568	-	1329	662	93	272	213	896	779	267	389	756	547
CLUG_03396	Supercontig_1.4	407363	408823	-	1461	2464	371	1396	949	2052	1671	1450	1658	2047	1958
CLUG_03397	Supercontig_1.4	409485	409931	-	447	596	80	267	226	408	412	334	400	393	410
CLUG_03398	Supercontig_1.4	415280	419524	-	4245	55	4	66	35	59	45	39	56	51	61
CLUG_03399	Supercontig_1.4	420617	421675	-	1059	370	64	271	124	219	282	203	244	228	340
CLUG_03400	Supercontig_1.4	422296	423309	-	1014	1038	106	575	217	655	723	582	873	830	1069
CLUG_03401	Supercontig_1.4	424598	426844	+	2247	6037	587	2327	2052	5791	5148	2521	4243	5066	3853
